text,labels,split
""" Personhood begins after a fetus becomes "" viable "" ( able to survive outside the womb ) or after birth , not at conception .",['FETAL/NEWBORN RIGHTS'],train
Personhood begins when a fetus is viable .,['FETAL/NEWBORN RIGHTS'],train
"Again , the view that human life and personhood begins at conception is not a religious view , nor based on divine revelation or any religious arguments .","['MORAL/ETHICAL VALUES', 'FETAL/NEWBORN RIGHTS']",train
"If a human person is n't created at the moment of conception , when do you believe it happens ?",['FETAL/NEWBORN RIGHTS'],train
"Yes , after conception you have a real human being waiting to enter the world .",['FETAL/NEWBORN RIGHTS'],train
"If we do n't know when a human person comes into existence ( but we know it happens sometime between conception and birth ) , should n't we prevent abortions throughout that entire stage ?",['FETAL/NEWBORN RIGHTS'],train
Jacob : Could you point out when in human development abortion is not okay ?,['FETAL/NEWBORN RIGHTS'],train
"In return , the pro-life side would have to concede several things : first , that exceptions should be made for rape , incest , maternal life and health , and all fetal defects discovered by ultrasonography or prenatal testing .","['FETAL DEFECTS/DISABILITIES', 'HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH', 'RAPE']",train
"Granting the notion that our bodies are our own property , does it follow that a pregnant women can choose to kill her fetuses because the fetus is also her own property ?","[""BODILY AUTONOMY/WOMEN'S RIGHTS"", 'FETAL/NEWBORN RIGHTS']",train
"Assuming we are not sociopaths , however , we naturally condemn Jane ’s hypothetical actions as inhumane and morally repugnant .",['MORAL/ETHICAL VALUES'],train
"I ’ll refrain from continuing this gruesome tale , but it ends in one of two ways : Jane finally decides to have an abortion , or Jane decides to give birth to an blind , amputated child .",['FETAL DEFECTS/DISABILITIES'],train
"Even Jane Roe ( not her real name ) , the original woman behind the famous court decision , has completely changed her mind on abortion .",['OTHER'],train
""" Supreme Court Justice Ruth Bader Ginsburg wrote in her dissenting opinion in Gonzales v . Carhart ( 2007 ) that undue restrictions on abortion infringe upon "" a woman ' s autonomy to determine her life ' s course , and thus to enjoy equal citizenship stature .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"Writing for four Justices in Gonzales v . Carhart , 18 Justice Ginsburg insisted that “ legal challenges to un­due restrictions on abortion procedures do not seek to vindicate some gen­eralized notion of privacy ; rather , they center on a woman ’s autonomy to determine her life ’s course , and thus to enjoy equal citizenship stature . ”","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"More recently , Kate Michelman , long-time president of NARAL Pro-Choice America , acknowledged that "" technology has clearly helped to define how people think about a fetus as a full , breathing human being . """,['FETAL/NEWBORN RIGHTS'],train
"Mention "" Pro-choice "" feminist Naomi Wolf , who in a ground-breaking article in 1996 , argued that the abortion-rights community should acknowledge the "" fetus , in its full humanity "" and that abortion causes "" a real death . """,['FETAL/NEWBORN RIGHTS'],train
"As Feminists for Life says , women deserve better than abortion .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"For all these reasons and more , more than a million times a year in the United States , a woman lays her body down or swallows a bitter pill called “ choice ” — driven to abortion because of a lack of resources and support .","['CONSEQUENCES OF CHILDBIRTH', ""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
Why should such a life or death decision as abortion be made by a person who probably has n't developed that capacity ?,['OTHER'],train
"When an abortion cuts short a pregnancy , women ' s breast tissue is left in a dangerously stimulated but undifferentiated state , increasing the risk of later cancerous development .",['SAFETY/HEALTH EFFECTS OF LEGAL ABORTION'],train
"The hypothesis proposes that if this process is interrupted by an abortion – before full maturity in the third trimester – then more relatively vulnerable immature cells could be left than there were prior to the pregnancy , resulting in a greater potential risk of breast cancer .",['SAFETY/HEALTH EFFECTS OF LEGAL ABORTION'],train
"A 2008 peer-reviewed study published in the Scandinavian Journal of Public Health found that "" Young adult women who undergo ... abortion may be at increased risk for subsequent depression .",['PSYCHOLOGICAL EFFECTS OF ABORTION'],train
Abortion foes completely missed Seuss ’s message.Even children recognize that human and person are two different concepts .,['FETAL/NEWBORN RIGHTS'],train
The fact that most mothers keep their babies is strong evidence that the God-given natural affection for her baby urges her to keep and raise her child .... . another argument Against Abortion !,['MORAL/ETHICAL VALUES'],train
"Likewise , in the stare decisis passages of Casey , the Court emphasizes , as a reason to reaffirm Roe , that “ [ t ] he ability of women to participate equally in the economic and so­cial life of the Nation has been facilitated by their ability to control their re­productive lives . ”","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
16 Blackmun observed that “ [ t ] his assumption — that wo­men can simply be forced to accept the ‘ natural ’ status and incidents of motherhood — appears to rest upon a conception of women ’s role that has triggered the pro­tection of the Equal Protection Clause . ”,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"Equality arguments focus on “ a woman ’s autonomy to determine her life ’s course , and thus to enjoy equal citizenship stature . ”","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"I do not agree that because humans have evolved reproductive organs , it means ending a pregnancy is immoral or should be illegal .",['MORAL/ETHICAL VALUES'],train
"If we make it illegal and woman lose their future over having to give birth , the male should face the same consequences .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"The state may protect unborn life in ways it would not , but for stereotypical assumptions about women ’s sexual or maternal roles .","[""BODILY AUTONOMY/WOMEN'S RIGHTS"", 'FETAL/NEWBORN RIGHTS']",train
"If the unborn are not already human , merely changing their location ca n’t make them valuable .",['FETAL/NEWBORN RIGHTS'],train
"When critics say that birth makes the unborn human , ask , “ How does a mere change of location from inside the womb to outside the womb change the essential nature of the unborn ? ”",['FETAL/NEWBORN RIGHTS'],train
"If not , how can a journey of eight inches down the birth-canal suddenly change the essential nature of the unborn from non-human to human ?",['FETAL/NEWBORN RIGHTS'],train
"But if that is true , newborns do not qualify as valuable human beings .",['FETAL/NEWBORN RIGHTS'],train
They wouldn t be mentally or physically prepared to take care of the newborn baby .,['CONSEQUENCES OF CHILDBIRTH'],train
They refuse to face the fact that there ’s a miniature person in that womb .,['FETAL/NEWBORN RIGHTS'],train
"A baby is often considered as a God s gift , and it s believed that every living being has a purpose behind his / her birth .",['MORAL/ETHICAL VALUES'],train
"By the time a baby is conceived , he or she is recognized by God , as demonstrated in Jeremiah 1:5 : "" Before I formed thee in the belly I knew thee ; and before thou camest forth out of the womb I sanctified thee ... "" The Sixth Commandment of the Bible ' s Old Testament , "" Thou shalt not kill "" ( Exodus 20:13 ) , applies to all human beings , including unborn babies .","['MORAL/ETHICAL VALUES', 'FETAL/NEWBORN RIGHTS']",train
"The fetus is in no real sense “ part ” of the mother , but is a separate and distinct human being .",['FETAL/NEWBORN RIGHTS'],train
A fetus does n't become a real human being until it is physically delivered from a mother ' s womb .,['FETAL/NEWBORN RIGHTS'],train
No thoughtful person denies that the fetus is a potential person and that it looks increasingly human as it develops from a fertilized egg to a full-term fetus ready for birth .,['FETAL/NEWBORN RIGHTS'],train
"But the fertilized egg of a human is , by nature , that very thing which becomes a fully developed human .",['FETAL/NEWBORN RIGHTS'],train
A fertilized human egg has the nature of human development and it is alive .,['FETAL/NEWBORN RIGHTS'],train
A new human being comes into existence during the process of fertilization .,['FETAL/NEWBORN RIGHTS'],train
"The federal Unborn Victims of Violence Act , which was enacted "" to protect unborn children from assault and murder , "" states that under federal law , anybody intentionally killing or attempting to kill an unborn child should "" be punished ... for intentionally killing or attempting to kill a human being .",['FETAL/NEWBORN RIGHTS'],train
The unborn baby should not be punished for a mistake made by adults .,"['RESPONSIBILITY', 'FETAL/NEWBORN RIGHTS']",train
"If you abort a defective fetus , you ca n’t respect or value people with disabilities .",['FETAL DEFECTS/DISABILITIES'],train
"What if a doctor was faced with a situation where the fetus was not viable and if it were not aborted , the mother would die ?",['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
"If I have a patient with pre-eclampsia , who is 32 weeks pregnant , I will have to let her and her child die .",['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
"Before this technique was available , at-risk parents often aborted all pregnancies .",['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
Most unwanted pregnancies become wanted children .,['CONSEQUENCES OF CHILDBIRTH'],train
These numbers simply prove that the situations surrounding pregnancies are not limited to happy families who have planned and intentionally tried to have children .,['OTHER'],train
Compare that to nearly 40 years of data showing that we would save more than three times as many unborn children by cutting the number of poor women in half .,['FETAL/NEWBORN RIGHTS'],train
"Networks of killing centers across the globe are eliminating "" unwanted , unborn "" children at a staggering rate .",['FETAL/NEWBORN RIGHTS'],train
It is wrong to try to eliminate poverty by killed the unborn children of the poor .,['FETAL/NEWBORN RIGHTS'],train
The truth : The fact that rich women have the money to pay for killing their babies does not in any way justify giving poor women the means to also kill their babies .,"['FUNDING OF ABORTION', 'FETAL/NEWBORN RIGHTS']",train
"Women , many impoverished because of the billions owed to mothers for child support , are struggling in school and the workplace without societal support .",['CONSEQUENCES OF CHILDBIRTH'],train
"We stand with women who were vulnerable because they were young , or poor , or in schools or workplaces that would not accommodate their needs as mothers .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"In many cultures , the woman ’s stature in life or even the gender of the child puts the child in harm ’s way .",['OTHER'],train
A child is the punishment you get for slutting around .,"['RESPONSIBILITY', 'MORAL/ETHICAL VALUES']",train
Forcing a woman to bear a rapist ’s child is further torture of the victim of a heinous crime .,['RAPE'],train
"Rape itself is a terrible action on its own , but to be forced into conceiving that person s child would be scarring on anyone , no matter the age .",['RAPE'],train
"Rape is a horrendous crime that leaves a woman in a state of mental , physical and emotional turmoil .",['RAPE'],train
"Besides , pregnancy rarely happens from rape .",['RAPE'],train
Some 5.4 % of rape victims become pregnant .,['RAPE'],train
"A small percentage will be rape and health of the mother ( like the case described above ) , but the majority are unplanned pregnancies and thus preventable .","['RESPONSIBILITY', 'HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH', 'RAPE']",train
"( Rape / incest abortions ac-count for only 1 % of abortions every year according to the Guttmacher Institute , discussed below , and life-saving abortions are similarly rare . )","['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH', 'RAPE']",train
A more recent poll now suggest that 45 % of Argentineans are in favor of abortion for any reason in the first twelve weeks .,['OTHER'],train
"This same poll conducted in September 2011 also suggests that most Argentineans favor abortion being legal when a woman ' s health or life is at risk ( 81 % ) , when the pregnancy is a result of rape ( 80 % ) or the fetus has severe abnormalities ( 68 % ) .","['FETAL DEFECTS/DISABILITIES', 'HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH', 'RAPE']",train
Abortions near the point of viability are performed only in extreme medical emergencies when the woman ’s life is threatened .,['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
""" If the State is interested in protecting fetal life after viability , it may go so far as to pro-scribe abortion during that period , except when it is necessary to preserve the life or health of the mother . ""","['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH', 'FETAL/NEWBORN RIGHTS']",train
"Addressing the Arkansas House about a recent proposed “ fetal heartbeat bill , ” the chairman of the Department of Gynecology and Obstetrics at the University of Arkansas for Medical Sciences ( UAMS ) pointed out that , under the law , doctors who perform abortions for women with congenital heart problems who have a 50 % chance of surviving childbirth , or for women who suffer a rupture of the amniotic membrane surrounding the fetus ( which inevitably causes miscarriage but may lead to severe infection while the fetus still lives ) could be charged as felons .",['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
"Like children or minors in the U.S. , and unlike corporations , a fetus or an embryo is not legally a "" person "" , not having reached the age of majority and not deemed able to enter into contracts and sue or be sued .",['FETAL/NEWBORN RIGHTS'],train
Theres also the fact that a unwanted child being born into a family that can not support it or with a mother that never wanted it can ruin the life of the child .,['CONSEQUENCES OF CHILDBIRTH'],train
Giving life to an unwanted child might invite world of troubles for both mother and the child .,['CONSEQUENCES OF CHILDBIRTH'],train
"Knowing that you were unwanted and unloved by the very mother that brought you into this world is a harsh reality to live in , and a mother out of compassion would not want to have that put upon a child .",['CONSEQUENCES OF CHILDBIRTH'],train
"( But why , then , do most mothers who abort feel such terrible pangs of conscience , often for a lifetime ? )",['PSYCHOLOGICAL EFFECTS OF ABORTION'],train
How would you feel if your mother tried to abort you ?,['OTHER'],train
Example : How would you feel if your mother aborted you ?,['OTHER'],train
I had a sister that was aborted and my mother regrets it every day .,['PSYCHOLOGICAL EFFECTS OF ABORTION'],train
Many have lifelong regrets afterwards .,['PSYCHOLOGICAL EFFECTS OF ABORTION'],train
No excuse for taking a life .,['FETAL/NEWBORN RIGHTS'],train
"( Why it is more restrictive to give life than to take it , I can not figure out . )",['FETAL/NEWBORN RIGHTS'],train
"The body of first priority is therefore the mother ’s , and it should be her choice as to what she endures both mentally and physically .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
It is the woman ’s right as a mother to decide what is best for her child .,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
A woman should be able to decide for herself .,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"And like any big decision , some women or men will regret their choice .",['PSYCHOLOGICAL EFFECTS OF ABORTION'],train
"I believe it is a personal decision that should be left to the women and their doctors , he said .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
Women should not have to undergo unnecessary medication .,['OTHER'],train
"Even today , some US state legislation demands physicians warn women about the risk despite the complete absence of a reason to suspect there is one .",['SAFETY/HEALTH EFFECTS OF LEGAL ABORTION'],train
Aborting women are vulnerable to the predatory behavior of unscrupulous doctors .,['OTHER'],train
"- In some cases , medical emergencies compel a woman to resort to this action .",['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
"... When she could take it at home , it ’s ­­ now she has to travel 200 miles or pay for a hotel to get those two days of treatment ? ”",['OTHER'],train
"The woman in question was so close to death that they performed the procedure in her hospital room because they feared if they moved her to the operating room , she would die .",['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
"According to a hospital document , she had "" right heart failure , "" and her doctors told her that if she continued with the pregnancy , her risk of mortality was "" close to 100 percent .",['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
"All too often , the root causes underlying these statistics are shame and fear generated about pregnancy by the attitudes of parents , friends and the fathers of children .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"This makes it one of the leading causes of maternal mortality ( 13 % ) , and can lead to serious complications even when survived .",['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
Some cases even show that they are unable to financially or medically see the pregnancy to its full term .,['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
Tests showing birth defects are not done until the 16th week ; and some women do not discover they ’re pregnant until this time .,['FETAL DEFECTS/DISABILITIES'],train
"The tests permit parents who know they are at risk of bearing a defective baby to conceive , assured that if the test results are positive , they can abort and try again for a healthy baby .",['FETAL DEFECTS/DISABILITIES'],train
It is heartless to deny parents access to medical technology that permits them to avoid giving birth to an incurable ill or severely retarded infant .,['FETAL DEFECTS/DISABILITIES'],train
"It is unnecessary where modern medicine is practiced , but under more primitive circumstances , it may be the only way to save a mother giving birth to a child whose head is too large for the baby to be delivered .",['OTHER'],train
"Does n't matter if the intent is to save the life of the mother , does n't matter if the parents and the medical team wish they could save the baby .","['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH', 'FETAL/NEWBORN RIGHTS']",train
"Regarding what should be legal and illegal , it is not only the moral status of the unborn vs. the "" post-born "" that should be taken into account , but the physical and practical differences between how a pregnant mother "" cares for "" her unborn child and the care that child requires after it is born .",['FETAL/NEWBORN RIGHTS'],train
"Matters of inheritance could be changed quite dramatically in certain cases if the moment a baby is conceived , it has the same rights as "" post-born "" children .",['FETAL/NEWBORN RIGHTS'],train
"In the first twenty weeks it is n’t a person , AND women should have the rights over their bodies .","[""BODILY AUTONOMY/WOMEN'S RIGHTS"", 'FETAL/NEWBORN RIGHTS']",train
A woman ’s right to bodily autonomy does not go that far .,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
I think bodily autonomy is really important too .,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
No bodily rights argument that I have ever seen ( or even heard of any pro-choice advocate making ) leaves room for exceptions .,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"Almost all pro-choice people make bodily rights arguments , but most of these people , well-meaning or not , are flagrantly inconsistent .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"Most pro-choice arguments , during the first two decades after Roe , disputed the scientific premise of the pro-life argument .",['OTHER'],train
Pro-choice is definitely pro-family .,['MORAL/ETHICAL VALUES'],train
Many pro-choice people attempt ( unsuccessfully ) to paint pro-life claims that unborn babies have a right to live as extremist .,['FETAL/NEWBORN RIGHTS'],train
The Graham 20-Week Pain Capable Unborn Child Protection Act is the most important federal pro-life effort today .,['FETAL/NEWBORN RIGHTS'],train
One would have to oppose capital punishment — which is not only contemptuous of human life but has often demonstrably been performed in error .,['FETAL/NEWBORN RIGHTS'],train
"For instance , the claim that it is always wrong to kill innocent human beings does not necessarily lead to the conclusion that the death penalty is immoral .",['MORAL/ETHICAL VALUES'],train
Taxpayers should n’t have to pay for what they believe is immoral .,"['FUNDING OF ABORTION', 'MORAL/ETHICAL VALUES']",train
"More recently , we ’ve been made aware of the trafficking of body parts .",['OTHER'],train
They suffer guilt feelings all their lives .,['PSYCHOLOGICAL EFFECTS OF ABORTION'],train
"They speak of overwhelming guilt , nightmares , excessive drinking , drug abuse , promiscuity , an inability to form or maintain relationships , difficulty bonding with later children , and other ways in which they are suffering .",['PSYCHOLOGICAL EFFECTS OF ABORTION'],train
"They may not want to face the wrath of their parents , the embarrassment at school , or the lifetime responsibility of motherhood .",['CONSEQUENCES OF CHILDBIRTH'],train
"The children who are neglected or abused are usually the ones that grow up to be drug addicts , lifelong government aid recipients , and criminals .",['CONSEQUENCES OF CHILDBIRTH'],train
The societal contributions of a potentially valuable human being are wiped out .,['CONSEQUENCES OF CHILDBIRTH'],train
Personal choices that infringe on the life or livelihood of another human being must be legislated against .,"[""BODILY AUTONOMY/WOMEN'S RIGHTS"", 'FETAL/NEWBORN RIGHTS']",train
"I suppose I also take this topic personally , i.e. some decades ago my mother could have violated my human rights and "" exercised "" her right to choose .","[""BODILY AUTONOMY/WOMEN'S RIGHTS"", 'FETAL/NEWBORN RIGHTS']",train
"At the end of the day , a mother has every right to decide the next move of her life !","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
Raising a child properly is a full-time labor intensive process .,['CONSEQUENCES OF CHILDBIRTH'],train
We all know that it s merely impossible to raise a child without family support and finance in hand .,['CONSEQUENCES OF CHILDBIRTH'],train
"For a few hundred bucks you can free yourself from the cost of raising a child , while also freeing yourself from the eventual care and support of a grown son or daughter .",['CONSEQUENCES OF CHILDBIRTH'],train
"There are some cases where the odds for both mother and child are bleak , and this is when choice becomes a critical factor .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
What if the baby would be born into an unstable family ?,['CONSEQUENCES OF CHILDBIRTH'],train
"That baby will never have its first steps , first word , fall in love , graduate high school or possibly college , get married or have children of his own because she decided that his life did n't matter because she was n't ready to be a mom .",['FETAL/NEWBORN RIGHTS'],train
"Truth is , every day you get in a vehicle your putting yourself in a position of possible death so to not have a baby because you might die is ridiculous .",['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
I honestly do n't care if I die in child birth because I know my family will raise that child or my husband will raise him / her and tell them how much their mother loves them and wishes she could be here with them .,['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
It is unfair to force a kid to live in what they may see as hell because some pro-life people think they should be born anyways regardless of being a reason a future for the mom is now ruined while the mother raises a kid she never wanted .,"['CONSEQUENCES OF CHILDBIRTH', ""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
Motherhood should never be punishment for having sex .,"['RESPONSIBILITY', 'MORAL/ETHICAL VALUES']",train
"In the instance of rape and incest , proper medical care can ensure that a woman will not get pregnant .",['RAPE'],train
Yes it is extra traumatizing but even full grown women who are raped can be unprepared to be a mother .,['RAPE'],train
"In 1869 Anthony said : "" No matter what the motive , love of ease , or a desire to save from suffering the unborn innocent , the woman is awfully guilty who commits the deed .",['FETAL/NEWBORN RIGHTS'],train
"Mother Teresa said , "" But I feel that the greatest destroyer of peace today is abortion , because it is a war against the child , a direct killing of the innocent child , murder by the mother herself .","['MORAL/ETHICAL VALUES', 'FETAL/NEWBORN RIGHTS']",train
"A woman writes , "" After the abortion , I tried to make up for the abortion by trying to get pregnant again .",['PSYCHOLOGICAL EFFECTS OF ABORTION'],train
One writer even prescribes a rather nasty abortion potion .,['OTHER'],train
Pro-abortionists are turning the abortion issue into a religious was by saying that the opposition to abortion comes from religious groups trying to foist their beliefs on the nation .,['MORAL/ETHICAL VALUES'],train
There is no conflict between abortion rights and religious liberty .,['MORAL/ETHICAL VALUES'],train
"The hypocrisy is clear : when illegal abortion was the leading killer of pregnant women in the U.S. , there was no Right to Life ( RTL ) organization .",['ILLEGAL ABORTIONS'],train
"His NARAL cofounder , Dr. Bernard Nathanson , saw a botched abortion in Chicago and reasoned that “ legal ” would mean “ safer . ”","['SAFETY/HEALTH EFFECTS OF LEGAL ABORTION', 'ILLEGAL ABORTIONS']",train
"Philosopher Peter Singer , MA , Professor of Bioethics at Princeton University , defended abortion as a way to curb overpopulation .",['CONSEQUENCES OF CHILDBIRTH'],train
"Also , in contrast with Campos-Duffy ’s fabricated statistic , 98 percent of women who see the images from a mandatory ultrasound go through with their abortion , meaning they know their own minds .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
Have you ever seen a picture of a 20-week abortion ?,['OTHER'],train
I met with Doctor Tiller many years ago and he showed me the pictures of the fetuses that he had aborted and it was not pretty .,['FETAL/NEWBORN RIGHTS'],train
A woman is more than a womb .,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
What is growing in the womb of the woman is alive .,['FETAL/NEWBORN RIGHTS'],train
"If it ' s growing , is n't it alive ?",['FETAL/NEWBORN RIGHTS'],train
Even one-celled creatures are alive .,['FETAL/NEWBORN RIGHTS'],train
"Humans are humans not because they have feet , hands , walk vertically , and speak , etc .",['FETAL/NEWBORN RIGHTS'],train
A person born without arms and legs is still human .,['FETAL/NEWBORN RIGHTS'],train
"If you say no because it will become a human , then you admit that it has human nature and is alive .",['FETAL/NEWBORN RIGHTS'],train
"It is the product of human DNA ; therefore , its nature , its essence , is undeniably human .",['FETAL/NEWBORN RIGHTS'],train
"All humans have the human essence and , therefore , are essentially equal .",['FETAL/NEWBORN RIGHTS'],train
Even imperfect human being have the right to live .,"['FETAL DEFECTS/DISABILITIES', 'FETAL/NEWBORN RIGHTS']",train
"The argument concludes that therefore , it is only sentiment or tradition ( the two are often confused , as if nothing rational could be passed down by tradition ) that assigns rights to all members of our own species .",['MORAL/ETHICAL VALUES'],train
A common way to state this philosophy is the claim that membership in a biological species confers no rights .,['FETAL/NEWBORN RIGHTS'],train
"Undisputed science , from a host of sources , states that life begins at conception .",['FETAL/NEWBORN RIGHTS'],train
"The strongest reasoned pro-life argument might be that human life is so unimaginably precious , and so easy to treat with indifference or contempt , that anything that interferes with it or cheapens its value is wrong .",['FETAL/NEWBORN RIGHTS'],train
"For instance , if a pacifist pro-life person said , “ Abortion is wrong because it is always wrong to take any human life , ” then that person would be forced to oppose even killing in self-defense or defense of others .",['FETAL/NEWBORN RIGHTS'],train
Those who are prolife should think twice about judging people who choose to abort .,['OTHER'],train
"Also , let ' s not forget that there are two parents of every aborted child .",['OTHER'],train
"In the United States , black children are aborted at nearly four times the rate as white children and Hispanic children do n't fare much better .",['OTHER'],train
"Black women have suffered and died from botched , illegal abortion .",['ILLEGAL ABORTIONS'],train
"Whatever the intent of the abortion industry may be , by functional standards , abortion is a racist institution .",['ABORTION INDUSTRY'],train
Selective abortion based on genetic abnormalities ( eugenic termination ) is overt discrimination .,"['FETAL DEFECTS/DISABILITIES', 'MORAL/ETHICAL VALUES']",train
"Why then should we restrict a woman ’s right to choose to terminate a pregnancy when it is the same as her right to choose what school to go to , what medical procedure to undertake , what profession to pursue , or what opinions to express ?","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"The constitutional right of privacy has been interpreted repeatedly to include matters of marriage , family and sex , specifically “ the right to be free from unwarranted governmental intrusion into matters so fundamentally affecting a person as the decision whether to bear or beget a child . ”","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
This conception of the right to privacy is operant in all countries which have adopted English common law through Acts of Reception .,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"The 14th Amendment has given rise to the doctrine of Substantive due process , which is said to guarantee various privacy rights , including the right to bodily integrity .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"This provision guarantees the right to freedom from arbitrary government interference , as well as due process of law .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
It is unconscionable that government would facilitate the taking of innocent life .,['FETAL/NEWBORN RIGHTS'],train
"Anyone who understands the biblical role of government and deals honestly with the Bible ' s portrayal of human life ( inside and outside the womb ) should recognize that biblically speaking , the government must protect innocent human life .","['MORAL/ETHICAL VALUES', 'FETAL/NEWBORN RIGHTS']",train
"This is a lie and completely ignores the fact that there are a multitude of ministries and organizations who are willing , ready and able to provide assistance to them and their baby .",['CONSEQUENCES OF CHILDBIRTH'],train
"Well , to me , even if I was n't ready , I still would have tried to be the best parent that I was to that child .",['CONSEQUENCES OF CHILDBIRTH'],train
The mother very much wanted the baby .,['OTHER'],train
"If the woman has health risks , the child must suffer through the pain .",['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
"All the risks she faces are multiplied a hundred fold , and the child must face them as well .",['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
Not all women are given the gift of complication free pregnancies .,['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
RTL trivializes motherhood and childbirth by dismissing pregnancy as a mere inconvenience .,"['CONSEQUENCES OF CHILDBIRTH', 'HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH']",train
RTL ignores or belittles the needs of the woman and the conflict she endures in making her decision .,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"RTL visual materials are usually grossly enlarged , undocumented and mislabeled .",['OTHER'],train
The type of wrongness appealed to here is presumptive or prima facie wrongness : it may be overridden in exceptional circumstances .,['OTHER'],train
"While the decision will always be difficult , the decision is not ours to make , and as such we have no right to deny someone his or her own choice .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"It is not a question of morality , it is a question of standing by a person ’s inherent right to choose , their right to life and safety , and even to their right to choose a humane death for a loved one .","[""BODILY AUTONOMY/WOMEN'S RIGHTS"", 'HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH', 'MORAL/ETHICAL VALUES']",train
"Moral philosophy recognizes a difference between killing the child as a means to an end , and having the child ' s death being a tragic if foreseen side effect of a treatment to save the mother ' s life .","['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH', 'MORAL/ETHICAL VALUES', 'FETAL/NEWBORN RIGHTS']",train
"And if we accept that a mother can kill even her own child , how can we tell other people not to kill one another ?",['FETAL/NEWBORN RIGHTS'],train
"Image copyright @ MadameClaudine1 Image caption ' If we agree that a mother can even kill her own child , how can we tell other people that they should n't kill each other ? '",['FETAL/NEWBORN RIGHTS'],train
"Where , then , does the mother get the right to kill the human within her ?",['FETAL/NEWBORN RIGHTS'],train
"As it is attached by the placenta and umbilical cord , its health is dependent on her health , and can not be regarded as a separate entity as it can not exist outside her womb .",['FETAL/NEWBORN RIGHTS'],train
"However , it is suspect to consider a normally functioning placenta a "" diseased organ "" , and I suspect many Catholic ethicists would disagree with the analysis given in the linked article .",['MORAL/ETHICAL VALUES'],train
"The article you linked tries to make the case that in this case , the placenta was a "" diseased "" organ , and that its removal could therefore be considered a morally good action ( if other criteria are met ) .",['MORAL/ETHICAL VALUES'],train
But because a destructive activity will not be completely eradicated is no reason to make or keep it legal ( think of drug laws or laws against prostitution ) .,['ILLEGAL ABORTIONS'],train
NOT kill them because they COULD be a burden .,['FETAL/NEWBORN RIGHTS'],train
