sentence,labels
"“ Proposition 64 finally creates a safe , legal and comprehensive system for adult use of marijuana while protecting our children , ” said the ballot argument , whose signers include Donald O. Lyman , former chief of chronic disease and injury control for the state Department of Public Health , and Stephen Downing , former deputy chief for the Los Angeles Police Department .",['CHILD_AND_TEEN_SAFETY']
"“ Proposition 64 is an all-out assault on underprivileged neighborhoods already reeling from alcohol and drug addiction problems , ” said the opposition argument , whose signers include U.S. Sen . Dianne Feinstein ( D-Calif . )",['ADDICTION']
"The proponents want a judge to reject or order substantial amendments to a number of arguments against Proposition 64 , including the contention that children would be exposed to advertisements promoting marijuana gummy candy and brownies .",['CHILD_AND_TEEN_SAFETY']
"Children could be exposed to ads promoting marijuana gummy candy and brownies , the same products blamed for a spike in emergency room visits in Colorado .",['CHILD_AND_TEEN_SAFETY']
And they argue that “ edibles ” — candy-like products infused with cannabis – could lure children into trying the drug .,['CHILD_AND_TEEN_SAFETY']
"Question 4 would authorize the advertising , promotion , and sale of high potency edible products like candies and sodas that are a particular risk for our kids and teens .",['CHILD_AND_TEEN_SAFETY']
"Regulations on edibles make sure dosages are safer , are in child-resistant , resealable packaging , and are clearly imprinted with a symbol identifying them .",['CHILD_AND_TEEN_SAFETY']
"Edibles and stronger strains help put the illegal dealers out of business , but they also risk encouraging more people to take the drug , and in stronger forms .","['COMMUNITY/SOCIATAL_EFFECTS', 'ILLEGAL_TRADE']"
"Advocates of legalization contend that by making the substance less profitable for criminals , it will decrease the violence associated with the trade .",['ILLEGAL_TRADE']
Advocates contend that making the substance less profitable for criminals will result to a decrease in violence associated with the trade .,['ILLEGAL_TRADE']
Really consider that this is much less about the legalization of a substance and much more about the commercialization of an industry .,['ILLEGAL_TRADE']
"Unfortunately , the lack of legality in the U.S. and other countries has squashed the growth and development of these products .",['OTHER']
The starting-point should be to legalise only what is already available on the black market .,['ILLEGAL_TRADE']
"Yet Mason Tvert , a key Colorado and national legalization advocate , said the idea of eliminating a legal , regulated market as a way to undermine the black market is logically unsound .",['ILLEGAL_TRADE']
"But as explained above , many black-market dealers would rationally choose to remain in the black market to avoid taxation and regulation .",['ILLEGAL_TRADE']
"A regulated and taxed system would move commerce from street dealers to licensed , taxpaying businesses under the control of state regulators and local authorities .","['DRUG_POLICY', 'ILLEGAL_TRADE']"
"Creating systems for regulating manufacture , sale and marketing will be complex .",['DRUG_POLICY']
"After all , there is nothing to regulate what is sold and no way to sue anyone for product liability .",['DRUG_POLICY']
"Even without the federal prohibition , most reputable producers would not survive the tort liability from such a dangerous product .",['HARM']
If the product were outlawed there the mob would gladly step in .,['ILLEGAL_TRADE']
"With drugs prohibited , sellers are "" underground "" and therefore nearly impossible to control .",['ILLEGAL_TRADE']
"To effectively regulate the sellers of drugs so as to ensure that they only sell drugs to adults , drugs must be legalized , and the sellers licensed .",['DRUG_POLICY']
The FDA or others could regulate the quality and safety of drugs .,['DRUG_POLICY']
“ FDA ’s drug approval process requires well-controlled clinical trials that provide the necessary scientific data upon which FDA makes its approval and labeling decisions . ”,['DRUG_POLICY']
"Ironically , the current drug control regulations hamper access to controlled opiate medications for therapeutic use .",['DRUG_POLICY']
"Many patients are unable to access morphine , methadone or an equivalent opioid .",['MEDICAL_MARIJUANA']
"Opium also has medicinal benefits , and no one is saying that we should legalize heroin .",['MEDICAL_MARIJUANA']
"Step-by-step , more drugs will gain acceptance , with advocacy of the legalization of harder drugs .",['GATEWAY_DRUG']
The decision by America ’s most reputable paper to take such a stand shows both the overwhelming evidence in support of legalization and the shifting status quo toward acceptance of new drug policies .,['DRUG_POLICY']
"Release ' s actions have included challenging such stigmatisation with its "" Nice People Take Drugs "" advertising campaign .",['OTHER']
"Likewise , the proposal that addictive drugs should be legalized , regulated and opened to "" free market dynamics "" is immediately belied by the recognition that the drug market for an addict is no longer a free market – it is clear that they will pay any price when needing their drug .",['ADDICTION']
"Drug Free Australia for example argues "" That illicit drugs are inherently harmful substances is attested by the very nomenclature of the ' harm reduction ' movement .",['HARM']
""" Drug Free Australia claims that other causes of death such as suicide , murder and accidents are an effect of the drug themselves , not of their purity or otherwise .",['DRUG_ABUSE']
Drug overdoses already outnumber gunshot deaths in America and are approaching motor vehicle crashes as the nation ’s leading cause of accidental death .,['DRUG_ABUSE']
"Six times as many homicides are committed by people under the influence of drugs , as by those who are looking for money to buy drugs .",['COMMUNITY/SOCIATAL_EFFECTS']
"Offenders who use drugs are among the most serious and active criminals , engaging in both property and violent crime .",['COMMUNITY/SOCIATAL_EFFECTS']
"Because of drug-related arrests , people who have committed or are likely to commit more serious crimes can be taken off the streets .",['COMMUNITY/SOCIATAL_EFFECTS']
"If such people are in prison because of drug charges , they are n't able to go out and commit other crimes .",['COMMUNITY/SOCIATAL_EFFECTS']
Those arrested who are drug users are more likely than those not using drugs to be rearrested on pretrial release or fail to appear at trial .,['OTHER']
"They worried about undercover cops posing as drug dealers , who often sold them fake drugs ” ( Legalizing Drugs , pg 67 ) .",['OTHER']
Drug busts often trap young people in a flawed system that turns them into lifelong criminals .,['COMMUNITY/SOCIATAL_EFFECTS']
"Unless a person is wealthy , he or she must often resort to robbery and other crimes to generate the money needed to buy the drugs .",['COMMUNITY/SOCIATAL_EFFECTS']
"When people develop drug habits or addictions , they must somehow come up with the money to support their cravings .",['ADDICTION']
"When people are addicted to cannabis , cocaine and alcohol the drug they have the most difficult time giving up is the cannabis .","['LEGAL_DRUGS', 'ADDICTION']"
"Like sex , alcohol , or cigarettes , marijuana is one of life ' s little pleasures for some people .",['LEGAL_DRUGS']
Marijuana is known for ' opening your eyes ' to many of the corrupt ways of the economy .,['OTHER']
Studies show that marijuana helps decrease the pressure inside your eye .,['MEDICAL_MARIJUANA']
"Besides , some studies suggest that marijuana use decreases IQ level .",['HEALTH/PSYCHOLOGICAL_EFFECTS']
""" A continued area of concern is the high rate of daily marijuana smoking seen especially among 12th graders , because of marijuana ’s potential deleterious effects on the developing brains of teenagers , ” NIDA ' s Volkow said in a statement .",['CHILD_AND_TEEN_SAFETY']
"Teen use has stayed flat , motor vehicle accidents involving marijuana have not increased , millions of dollars in new revenues have gone to schools , job training programs and other worthy causes , and thousands of new jobs have been created .","['CHILD_AND_TEEN_SAFETY', 'DRUG_ABUSE', 'NATIONAL_BUDGET']"
"The more weed that teens consume at a younger age , the more problems they tend to have later in life .",['CHILD_AND_TEEN_SAFETY']
"As we ’ve seen with alcohol and tobacco , imposing a minimum age will probably not be enough to prevent a spike in teenage use and addiction .","['CHILD_AND_TEEN_SAFETY', 'LEGAL_DRUGS', 'ADDICTION']"
"Though more adults are smoking pot , the MTF data suggests that teens are n't following suit .",['CHILD_AND_TEEN_SAFETY']
Would you want your kids regularly smoking pot ?,['CHILD_AND_TEEN_SAFETY']
"Moreover , we all recognize that smoking is a dirty habit that makes you die younger while drinking is a potentially dangerous habit that leads to hundreds of thousands of deaths per year , but we want to condone pot use on top of that ?",['LEGAL_DRUGS']
We have been fighting for 50 years to save people ’s lives by restricting tobacco use .,['LEGAL_DRUGS']
"But neither are there such answers about tobacco or alcohol , and we believe that on every level — health effects , the impact on society and law-and-order issues — the balance falls squarely on the side of national legalization .",['LEGAL_DRUGS']
"We can not ignore the negative effects that legalization would have on under-age use and addiction , highway safety , treatment costs , mental health problems , emergency room admissions , workplace accidents and productivity , and personal health .","['CHILD_AND_TEEN_SAFETY', 'DRUG_ABUSE', 'HEALTH/PSYCHOLOGICAL_EFFECTS', 'NATIONAL_BUDGET', 'ADDICTION']"
"If one views incarceration as a public health issue , then legalization could have a positive result .",['COMMUNITY/SOCIATAL_EFFECTS']
"In sum , legalization would put additional strain on an already faltering economy .",['NATIONAL_BUDGET']
"“ If legalization wins , it creates an environment where a small number of people are going to get rich , ” Sabet said .",['OTHER']
"Legalising it deprives organised crime of its single biggest source of income , while protecting and making honest citizens of consumers .",['ILLEGAL_TRADE']
Critics assert that legalization would remove this central source of support for terrorism .,['ILLEGAL_TRADE']
"This has allowed criminal , paramilitary and guerrilla groups to reap huge profits , exacerbating already serious law-and-order and political problems .",['ILLEGAL_TRADE']
"It has caused countless casualties , wasted taxpayer dollars , promoted discrimination and taken away basic human liberties .","['NATIONAL_BUDGET', 'PERSONAL_FREEDOM']"
The result could save lives while taking pressure off of law enforcement .,['OTHER']
This would save lives while taking the weight off from law enforcers .,['OTHER']
This just makes the resumption of a normal crime-free life all the more difficult .,['OTHER']
"It is only giving a bad idea to teens , parents , and families .",['CHILD_AND_TEEN_SAFETY']
So that argument to me that you ' re going to keep it out of the hands of kids is completely illogical .,['CHILD_AND_TEEN_SAFETY']
We ' re fighting for the emotional well-being of our children .,['CHILD_AND_TEEN_SAFETY']
You really want your kids on that ?,['CHILD_AND_TEEN_SAFETY']
"Any time you make something legal , you increase the accessibility to children .",['CHILD_AND_TEEN_SAFETY']
Legalization will increase the number of underage users .,['CHILD_AND_TEEN_SAFETY']
Backers believe this time around they will get the votes needed to legalize it .,['OTHER']
"But , there would be an even larger cost to making it legal .",['OTHER']
This legalize and tax argument is un-ethical and uneconomical .,['NATIONAL_BUDGET']
"That for adults , it should be taxed , regulated and controlled . """,['DRUG_POLICY']
"Libertarians may ask why cannabis , which has no known lethal dose , should be regulated at all for adults who can make free , informed decisions .",['PERSONAL_FREEDOM']
"Our current federal laws , which treat cannabis as equivalent to cocaine and heroin , mostly teach teenagers that the government is completely unrealistic on matters of drug policy .","['CHILD_AND_TEEN_SAFETY', 'DRUG_POLICY']"
"If law enforcement agencies wanted to find a good “ minor offense ” correlate for violent , dangerous crimes , marijuana use does n’t make a lot of sense .",['COMMUNITY/SOCIATAL_EFFECTS']
"This may require changes in drug policy , and perhaps in sentencing guidelines for marijuana users charged with simple possession , but simply legalizing a harmful drug — that is , giving up — is not a responsible option .","['HARM', 'DRUG_POLICY']"
"To this end , I am very against the legalization of marijuana , but not against the decriminalization of the drug .",['COMMUNITY/SOCIATAL_EFFECTS']
"Now is the time to think about it because although it ' s easy to thoughtlessly legalize a drug like marijuana , when things go predictably wrong down the road , it will be a lot harder to put the genie back in the bottle than people seem to think .",['OTHER']
It is as clear now as it has ever been : the time has come to end marijuana prohibition .,['OTHER']
"All across the globe , the old resolve against cannabis is crumbling .",['OTHER']
"Researchers at Duke University , King ’s College , London , and the University of Otago in New Zealand found that long-term cannabis use — notably among those who started as adolescents — leads to long-term and probably permanent decline in mental abilities , including reasoning and memory .","['CHILD_AND_TEEN_SAFETY', 'HEALTH/PSYCHOLOGICAL_EFFECTS']"
Also youth combine tobacco with marijuana use .,"['CHILD_AND_TEEN_SAFETY', 'LEGAL_DRUGS']"
The relationship between pricing and rates of youth substance use is well-established with respect to alcohol and cigarette taxes .,"['CHILD_AND_TEEN_SAFETY', 'LEGAL_DRUGS']"
""" Seventy-five dollars is n't anything compared to the cost of a child becoming addicted to any substance , including marijuana , "" she told New Times .",['CHILD_AND_TEEN_SAFETY']
""" The acceptance of a substance that can cause harm is the wrong message to send to children and adolescents , "" he said , "" and we know that adolescents in the risk-taking times of their lives really perceive the risks of marijuana as having declined . """,['CHILD_AND_TEEN_SAFETY']
""" This would undermine a fundamental lesson that our schools , social service programs and parents teach our children : that taking drugs is bad for you . ""","['HARM', 'CHILD_AND_TEEN_SAFETY']"
"Second one : "" One of the main reasons why it would be just plain stupid to legalize one of the most used drugs in our nation is because it leads to hard drugs , such as cocaine and heroine . """,['GATEWAY_DRUG']
"There is no correlation between the harshness of drug laws and the incidence of drug-taking : citizens living under tough regimes ( notably America but also Britain ) take more drugs , not fewer .",['COMMUNITY/SOCIATAL_EFFECTS']
"The United Nations Office of Drugs and Crime has also acknowledged the many "" unintended negative consequences "" of drug enforcement .",['COMMUNITY/SOCIATAL_EFFECTS']
"Less serious offenses , such as failing to complete a census form , may also attract a criminal record , so the contention that criminalizing drug use is draconian can be seen as overstatement .",['OTHER']
"Anyone who commits drug-related felonies is n't likely to be constrained in committing other felonies , such as robbery , rape , murder , etc .",['COMMUNITY/SOCIATAL_EFFECTS']
"Drug addiction , like prostitution , and like liquor , is not a police problem ; it never has been , and never can be solved by policemen .",['ADDICTION']
"“ The more the barriers there are ( cops or the hassle or the fear of dying from an overdose ) the less likely you are to get addicted , ” according to Van Deventer ( Legalizing Drugs , pg 68 ) .",['ADDICTION']
That ’s especially true when bad choices and bad health might have bad consequences for everyone else — from stoned driving to psychotic neighbors to the costs of treating needless cancer .,"['DRUG_ABUSE', 'HEALTH/PSYCHOLOGICAL_EFFECTS', 'NATIONAL_BUDGET']"
Will it make you depressed and a have higher risk of cancer ?,['HEALTH/PSYCHOLOGICAL_EFFECTS']
There are medical benefits such as the those for cancer patients .,['MEDICAL_MARIJUANA']
"The health and good benefits includes , treating Alzheimer ’s , Glaucoma , and cancer .",['MEDICAL_MARIJUANA']
Marijuana can help treat Alzheimer ’s by one of the major components called cannabidiol ( CBD ) .,['MEDICAL_MARIJUANA']
Studies suggest that CBD may reverse some of the cognitive impairments of Alzheimer ’s disease .,['MEDICAL_MARIJUANA']
"Several other large studies conclude that use can cause impairment of cognitive ability at any age , though to a lesser degree .",['HEALTH/PSYCHOLOGICAL_EFFECTS']
"The negative effects of it includes , slowed reaction time , and brain damage on young users who are still in major development of their brain until the age of at least 25 .","['CHILD_AND_TEEN_SAFETY', 'HEALTH/PSYCHOLOGICAL_EFFECTS']"
"Heavy recreational use of cannabinoids can adversely affect the brains of young people – that is , pre-adolescents to those in their early 20s – probably related to the continuing development of brain structures and functions in that age group .",['CHILD_AND_TEEN_SAFETY']
"At the same time , he is particularly concerned about the adverse impact of heavy recreational cannabinoid use on brain development and mental illness expression in younger people .",['CHILD_AND_TEEN_SAFETY']
"Dr. Strouse has seen both the benefits and risks of cannabis use and is well-versed in the emerging scientific evidence regarding the effectiveness of cannabinoids in a variety of medical conditions and pain states , as well as epidemiologic evidence of legalized marijuana ’s connection to a reduction in prescription drug use and opioid-related deaths .","['COMMUNITY/SOCIATAL_EFFECTS', 'MEDICAL_MARIJUANA']"
"Colin Souney of Helping Educate Misinformaed People Connecticut , talks about why marijuana should be legalized .",['OTHER']
HARTFORD – Advocates of reforming Connecticut ' s drug laws are hoping for a big crowd at an informational hearing Tuesday on the legalization of marijuana .,['DRUG_POLICY']
"But inside the Legislative Office Building Tuesday the marijuana legalization movement came ready to make a fiscal argument : If Connecticut does n't act , another state in New England will , and lawmakers are leaving millions of dollars in potential revenue on the table at a time when the state is hurting .",['NATIONAL_BUDGET']
Two years ago the legislature ' s nonpartisan fiscal office said Connecticut could see $ 25 to $ 55 million in annual revenue from marijuana taxes .,['NATIONAL_BUDGET']
"The state collected $ 70 million in taxes on pot from June 2014 to July 2015 , $ 30 million more than amount raised from taxes on alcohol .",['NATIONAL_BUDGET']
Statewide revenue from dedicated pot taxes easily topped the money from alcohol taxes .,['NATIONAL_BUDGET']
"An enormous amount of money is raised through government taxation of alcohol , cigarettes , and other "" sins "" .",['LEGAL_DRUGS']
"This $ 30 billion figure rises dramatically once other issues , such as the economic impact of holding 400,000 prisoners on prohibition violations , are factored in .",['NATIONAL_BUDGET']
"Taken together , this is less than 10 percent of the over $ 185 billion in alcohol-related costs from health care , lost productivity , and criminal justice .",['LEGAL_DRUGS']
"In the end , despite alcohol ’s costs to bodily health , and the alarming effects it can have on behavior , it was determined , rightly , that criminalizing alcohol did more harm than good .",['LEGAL_DRUGS']
"But alcohol leads to drunk driving accidents , deaths in the process and rapes of women , etc. and it ' s legal .",['LEGAL_DRUGS']
"While drunk driving is a major problem in society , despite all the stiff penalties and education , equally dangerous is “ driving high ” , but this is more difficult to detect , unless the user has been smoking in the car .",['DRUG_ABUSE']
"Many anti-prohibition activists focus on the well-documented dangers of alcohol ( such as alcoholism , cystisis , domestic violence , brain and liver damage ) .",['LEGAL_DRUGS']
Countless articles in medical journals and other scientific literature confirm the positive health effects of moderate alcohol consumption .,['LEGAL_DRUGS']
"There are several possible explanations for alcohol ’s unique status : For most people , it is not addictive ; it is rarely consumed to the point of intoxication ; low-level consumption is consistent with most manual and intellectual tasks ; it has several positive health benefits ; and it is formed by the fermentation of many common substances and easily metabolized by the body .",['LEGAL_DRUGS']
"Its effects are mostly euphoric and mild , whereas alcohol turns some drinkers into barroom brawlers , domestic abusers or maniacs behind the wheel . ”","['HEALTH/PSYCHOLOGICAL_EFFECTS', 'LEGAL_DRUGS']"
They decided that these unintended side effects far outweighed whatever harms Prohibition prevented by discouraging drinking .,['LEGAL_DRUGS']
These same things happened when alcohol was legalized .,['LEGAL_DRUGS']
"When alcohol use was outlawed during prohibition , it gave rise to gang warfare and spurred the formation of some of the most well known criminals of the era , among them the infamous Al Capone .",['LEGAL_DRUGS']
"In the 1930s , marijuana was linked publicly in several research studies , and via a famed 1936 film named "" Reefer Madness , "" to crime , violence , and anti-social behavior .",['COMMUNITY/SOCIATAL_EFFECTS']
"1944 , New York Academy of Medicine - Report finds that marijuana does not "" induce violence , insanity or sex crimes . """,['HEALTH/PSYCHOLOGICAL_EFFECTS']
"Studies commissioned by Presidents Kennedy and Johnson concluded that "" marijuana use did not induce violence . """,['HEALTH/PSYCHOLOGICAL_EFFECTS']
Alaska ' s experiment with legalization in the 1970s led to the state ' s teens using marijuana at more than twice the rate of other youths nationally .,['CHILD_AND_TEEN_SAFETY']
"In 2000 , there were six times as many emergency room mentions of marijuana use as there were in 1990 , despite the fact that the number of people using marijuana is roughly the same .",['HARM']
"In 2008 , marijuana alone was involved in 375,000 emergency room visits .",['HARM']
"There are reasons why marijuana emergency room admissions are reported at the rate of 1,250 a day and 455,000 a year , and why highway crashes double for marijuana users .",['DRUG_ABUSE']
"Figures regarding emergency room mentions of marijuana use can be misleading too , as "" mention "" of a drug in an emergency department visit does not mean that the drug was the cause of the visit .",['HARM']
The nuisance caused by the powerful odor of mature marijuana plants is already striking California municipalities .,['PERSONAL_FREEDOM']
"The City Council of Chico , California , has released a report detailing the situation and describing how citizens living near marijuana cultivators are disturbed by the incredible stink emanating from the plants .",['PERSONAL_FREEDOM']
"Would existing zoning laws prohibit marijuana cultivation in residential neighborhoods , and if not , what measures would growers have to undertake to keep children from the plants ?",['CHILD_AND_TEEN_SAFETY']
"Besides granting the freedom to possess or grow personal amounts of marijuana for all Arizonans 21 and older , the measure would set up a limited retail-store system and new regulatory agency to provide oversight .","['DRUG_POLICY', 'PERSONAL_FREEDOM']"
"Several other well-known proponents of cannabis freedom in Arizona , including Kathy Inman and Dr. Jeffrey Singer , who worked to get Arizona ' s medical-marijuana and drug-law reform initiative passed in 1996 , wrote arguments sponsored by the campaign .",['DRUG_POLICY']
"Jason Medar , leader of Arizonans for Mindful Regulation , submitted seven arguments to the state opposing the legalization initiative .",['OTHER']
"Insys has said it opposes legalization because federal regulators have not approved marijuana for medical use and because the proposed law “ fails to protect the safety of Arizona ’s citizens , and particularly its children . ”","['CHILD_AND_TEEN_SAFETY', 'DRUG_POLICY', 'MEDICAL_MARIJUANA']"
"Meno points out that with respect to medical marijuana ( which is legal in fourteen states and D.C. , but illegal on federal levels ) , he hopes the federal government will defer to state laws and not intervene .",['MEDICAL_MARIJUANA']
"The impact of Holder ' s statement is that if a state has legalized marijuana , then the Obama administration will not override state law .",['OTHER']
"Vice president Rich Copp says Partners is concerned about what it ' s heard about legalization in other states , "" particularly with the uncertainty around the safety of dosing of marijuana present in edible forms .",['HARM']
Growers in this area worry that legalized pot will reduce the value of their cash crop – placing the region ' s economy at some risk .,['OTHER']
"Pot is also the leading cash crop in at least a dozen states , including California and North Carolina .",['OTHER']
"Marijuana is already believed to be the nation ' s number one cash crop , exceeding the combined value of wheat and corn .",['NATIONAL_BUDGET']
"Almost $ 1 billion of medical and recreational marijuana was sold in Colorado in 2015 , bringing in more than $ 135 million in taxes and fees , with $ 40 million going toward school construction .",['NATIONAL_BUDGET']
"And , Pace said , almost $ 4 million in annual tax revenue has gone to college scholarships , 4H and Future Farmers of America efforts , medical marijuana research at Colorado State University Pueblo , among other areas .",['NATIONAL_BUDGET']
"A significant portion of the local economy of the Emerald Triangle is already connected to marijuana , which generates about a $ 500-million in untaxed income every year , according to Beth Wilson , professor of economics at Humboldt State University .",['NATIONAL_BUDGET']
"“ Mexican drug cartels , which are gaining power , currently generate about 60 percent of their revenue by selling marijuana in the U.S , giving them a virtual monopoly on this very lucrative trade , ” he said .",['ILLEGAL_TRADE']
The huge profits to be made from cocaine and other South American-grown drugs are largely because they are illegal in the wealthy neighbouring nation .,['ILLEGAL_TRADE']
"This drives people in the relatively poor countries of Colombia , Peru , Bolivia and Brazil to break their own laws in organising the cultivation , preparation and trafficking of cocaine to the States .",['ILLEGAL_TRADE']
"In some regions , farmers ' coca and other crops are frequently destroyed by U.S. - sponsored eradication treatments ( usually sprayed from the air with varying degrees of discrimination ) , whether or not the farmers directly supply the cocaine trade , thereby destroying their livelihoods .",['OTHER']
"The net effect can be a depression of prices for all crops , which can both make the farmer ' s livelihood more precarious , and make the cocaine producers ' coca supplies cheaper .",['OTHER']
The war on drugs and prohibitionist policies only serve to aggravate the already detrimental impacts of narco-trafficking on Central American forests .,"['DRUG_POLICY', 'ILLEGAL_TRADE']"
"Already , California is suffering crime , dislocation , and increased drug use under its current regulatory scheme .","['COMMUNITY/SOCIATAL_EFFECTS', 'DRUG_POLICY']"
"No doubt , those entities will pass a variety of laws in an attempt to deal with the many problems caused by legalization , unless the local laws are struck down by California courts as inconsistent with the underlying initiative , which would be even worse .",['DRUG_POLICY']
"At best , that patchwork of laws , differing from one locality to another , will be yet another unintended and predictable problem arising from legalization as envisioned under this act .",['DRUG_POLICY']
Legalization would create proper means to settle disputes .,['ILLEGAL_TRADE']
"But with legalization , proper means to settle disputes would be created .",['ILLEGAL_TRADE']
"While long on rhetoric , the legalization movement , by contrast , is short on facts .",['OTHER']
"The paper of record is continuing to make the case for legalization over a series of editorials , addressing the social costs , racist history and wasted resources from cannabis prohibition .","['COMMUNITY/SOCIATAL_EFFECTS', 'NATIONAL_BUDGET']"
"Borghesani added , “ What I think the archdiocese is missing is the terrible harm that ( marijuana ) prohibition has done to people of color , to people who have chosen a substance that is less dangerous than alcohol and have had their lives ruined because they ’ve been arrested . ”","['COMMUNITY/SOCIATAL_EFFECTS', 'LEGAL_DRUGS']"
"This year , Donilon said , the Archdiocese has identified the legalization campaign as a threat to its sprawling umbrella of services — from antihomelessness programs , to food pantries , to parochial schools .",['OTHER']
"“ It ’s a recognition that , if passed , the law would have significantly detrimental impacts on our parishes , our ministries . ”",['OTHER']
But the act does not even purport to address the fundamental constitutional infirmity that it would be in direct conflict with federal law .,['DRUG_POLICY']
Increased acceptance in the states would likely ramp up pressure on the federal government to lift its decades-long ban .,['DRUG_POLICY']
"Repeal , they say , would cost more than a thousand jobs .",['DRUG_POLICY']
But it is long past time to repeal this version of Prohibition .,['DRUG_POLICY']
"For that reason , we advocate the prohibition of sales to people under 21 . ”",['CHILD_AND_TEEN_SAFETY']
"“ These people are trying to basically allow the continued criminalization of thousands and thousands of adults in order to continue making money , ” Tvert said .",['COMMUNITY/SOCIATAL_EFFECTS']
Some of these children are interested in making fast money instead of working legitimate jobs .,['ILLEGAL_TRADE']
"Due to the absence of competition and high street prices , they are making enormous sums of money .",['ILLEGAL_TRADE']
They make their enormous sums of money because of the absence of competition and the monstrous street prices that come from the increased risk .,['ILLEGAL_TRADE']
"As governments struggle with decreased revenue and rising costs , they look for creative ways to boost income to fund projects , such as new parks and road repairs .",['NATIONAL_BUDGET']
"This argument is gaining favour , as national administrations seek new sources of revenue during the current economic crisis .",['NATIONAL_BUDGET']
Supporters of the status quo say the new industry has helped revitalize an area that has long struggled economically .,['NATIONAL_BUDGET']
"As a result , housing prices near growers are sinking .",['COMMUNITY/SOCIATAL_EFFECTS']
"These crops , which are generally grown away from urban centers and state presence , tend to deplete forestland and expand the agricultural frontier .",['OTHER']
"Inevitably , violence will follow , and unlike now , that violence will not be confined to the border as large-scale growers seek to protect their turf — turf that will necessarily include anywhere they grow , harvest , process , or sell marijuana .",['COMMUNITY/SOCIATAL_EFFECTS']
"lyutharjacob says2013-10-23T07 : 26:11.457 Report Post In my opinion I feel that that is an extreme measure every coins have two sides and only drug use is not the CAUSE of the violence , I think we should change our thoughts specially cannabis seeds .",['COMMUNITY/SOCIATAL_EFFECTS']
Only 3.1 percent committed a violent offense . ”,['COMMUNITY/SOCIATAL_EFFECTS']
“ We ’ve got more crime .,['COMMUNITY/SOCIATAL_EFFECTS']
"Therefore , we need more states , cities , and the federal government to begin to address this so that we do n't have this terrible result that Senator Sanders was talking about where we have a huge population in our prisons for nonviolent , low-level offenses that are primarily due to marijuana .",['COMMUNITY/SOCIATAL_EFFECTS']
"“ They ’re not coming for any other reason than to grow marijuana to take out of state , ” he said .",['OTHER']
"He ’s trying to make the point that because marijuana is illegal , there are more consequences when smoking marijuana , than if it was legalized .",['OTHER']
He ' s offered the opportunity to make some decent money simply carrying some drugs across town .,['OTHER']
"When he gets out of prison , his job and college prospects are slammed because of a felony record and / or disruption of school .",['COMMUNITY/SOCIATAL_EFFECTS']
"They also argue it would create wiggle room in the criminal justice system , allowing prosecutors and judges to focus on violent crimes while freeing space in crowded prisons .",['NATIONAL_BUDGET']
"They even argue that it would create wiggle room in the criminal justice system , which allows judges and prosecutors to focus more on violent crimes , while crowded prisons are freed of space .",['NATIONAL_BUDGET']
"In 1980 , the total jail and prison population was 540,000 , about one-quarter the size it is today .",['COMMUNITY/SOCIATAL_EFFECTS']
"According to the Federal Bureau of Prisons , drug offenders now account for nearly 51 % .",['COMMUNITY/SOCIATAL_EFFECTS']
"In 1999 , a record 225,000 Americans entered substance abuse treatment primarily for marijuana dependence , second only to heroin — and not by much .",['ADDICTION']
""" Of the 7.3 million persons aged 12 or older classified with illicit drug dependence or abuse in 2012 , 4.3 million persons had marijuana dependence or abuse . ""","['CHILD_AND_TEEN_SAFETY', 'DRUG_ABUSE', 'ADDICTION']"
"Twenty years later my son was arrested for marijuana possession , which began a decade of cycling through the criminal justice system for nonviolent drug offenses .",['COMMUNITY/SOCIATAL_EFFECTS']
"“ As a father and grandfather , I ’ve always been fearful of both the immediate and long-term effects of recreational marijuana usage , ” Heller said .",['HEALTH/PSYCHOLOGICAL_EFFECTS']
"That begins with limiting marijuana marketing that kids will be exposed to , and equipping parents with information about the very real health risks of early use .","['CHILD_AND_TEEN_SAFETY', 'HEALTH/PSYCHOLOGICAL_EFFECTS']"
"The best policy to protect public health is one that reduces , not increases , marijuana use .",['DRUG_POLICY']
"A taxed and regulated system will help veterans , federal employees and other medical marijuana patients and caregivers access their medicine of choice without fear of losing their federal benefits or breaking the law .","['DRUG_POLICY', 'MEDICAL_MARIJUANA']"
"The prolegalization forces say they aim to create a regulated and taxed market , removing marijuana sales from the criminal sphere .",['DRUG_POLICY']
"“ Legalization would reduce state and federal deficits by eliminating expenditure on prohibition enforcement -- arrests , prosecutions , and incarceration -- and by allowing governments to collect tax revenue on legalized sales , ” Miron and Waldock wrote .",['NATIONAL_BUDGET']
""" In addition to this , legalization would strike an enormous blow to organized crime , free up the overflowing prison system and reduce violence along the Mexican-American border . ""","['COMMUNITY/SOCIATAL_EFFECTS', 'ILLEGAL_TRADE']"
"Legalization advocates claim that the move will provide police officers more money and time to go after criminals committing other crimes , such as violence .",['NATIONAL_BUDGET']
"These arrests take officers away from more urgent issues , and can have serious consequences for the arrested .",['COMMUNITY/SOCIATAL_EFFECTS']
Many arrests that come from these observations are challenged and do n’t pass legal muster .,['OTHER']
Nuff Said ... Anonymous says2013-07-12T16 : 20:40.277 Report Post Please will someone reeducate all these ignorant people that say no to legalisation !,['OTHER']
