sentence,labels
"According to a 2015 report from the National Low Income Housing Coalition , a worker must earn at least $ 15.50 an hour ( over twice the federal minimum wage ) to be able to afford to rent a "" modest "" one-bedroom apartment , and $ 19.35 for a two-bedroom unit ( more than 2.5 times the minimum wage ) .",['SOCIAL_JUSTICE/INJUSTICE']
"According to the Economic Policy Institute , the average age of workers who would benefit from a higher minimum wage today is thirty-five .",['OTHER']
Living wage on a living planet !,['SOCIAL_JUSTICE/INJUSTICE']
"That may be just fine with people who wish there were no minimum wage at all , but it ’s not fine for the millions of people who rely on minimum wage work to pay the rent .",['SOCIAL_JUSTICE/INJUSTICE']
Living wage varies drastically depending on location and circumstance .,['SOCIAL_JUSTICE/INJUSTICE']
"According to a 2013 study by the Labor Center at Berkeley , 73 % of those signed up for public benefits programs were from working families .",['WELFARE']
This excuse for keeping a low minimum wage is similar to the “ they ’re just teenagers ” argument .,['YOUTH_AND_SECONDARY_WAGE_EARNERS']
"Of course , if people are truly making a living wage , they do n't need things like food stamps .","['SOCIAL_JUSTICE/INJUSTICE', 'WELFARE']"
"They do n’t have the money , and many do n’t have any family financial support to help them through .",['SOCIAL_JUSTICE/INJUSTICE']
"For a single adult with a school-age child , the bare minimum required , in Montana , was $ 19.36 an hour for a full-time worker ; in New York City , it was $ 30.02 .",['SOCIAL_JUSTICE/INJUSTICE']
I think we should have minimum wage because its people that need money for there kids to live on .,['SOCIAL_JUSTICE/INJUSTICE']
"A 2014 study by the Bay Area Regional Health Inequities Initiative ( BARHII ) found that minimum wage workers are more likely to report poor health , suffer from chronic diseases , and be unable to afford balanced meals .",['SOCIAL_JUSTICE/INJUSTICE']
Then you ' re back to the problem of paying millions of Americans less than a living wage .,['SOCIAL_JUSTICE/INJUSTICE']
"✔ Low-wage earners make over half of their family ' s income , and 28 % of them have children .",['YOUTH_AND_SECONDARY_WAGE_EARNERS']
And a job may ultimately be the most valuable thing for a family struggling to escape poverty .,['SOCIAL_JUSTICE/INJUSTICE']
"According to the Department of Labor , over half of people paid at minimum wage work a full-time schedule , and minimum wage workers contribute 46 percent of their household ’s income .",['YOUTH_AND_SECONDARY_WAGE_EARNERS']
"For millions of agricultural workers , fast food workers , and retail workers , minimum-wage labor is n’t just a supplement — it ’s what they depend on to survive .","['SOCIAL_JUSTICE/INJUSTICE', 'YOUTH_AND_SECONDARY_WAGE_EARNERS']"
"And I just think it ' s much to do , minimum wage is much to do about nothing .",['OTHER']
Not true : The typical minimum wage worker is not a high school student earning weekend pocket money .,['YOUTH_AND_SECONDARY_WAGE_EARNERS']
"Proponents of the higher minimum wage say that employees who work full time should be able to live off their pay , and in places that have high costs of living , that ’s becoming increasingly difficult .",['SOCIAL_JUSTICE/INJUSTICE']
The current minimum wage is not high enough to allow people to afford everyday essentials .,['SOCIAL_JUSTICE/INJUSTICE']
"For starters , I had never considered the diversity of minimum wage earners — this swath of the workforce is made up of teenagers working first jobs , older workers supplementing their income and , yes , people who are truly struggling to make ends meet .","['SOCIAL_JUSTICE/INJUSTICE', 'YOUTH_AND_SECONDARY_WAGE_EARNERS']"
"Even if workers are getting a competitive wage , many of us are deeply disturbed that some hard-working families still have very little .",['SOCIAL_JUSTICE/INJUSTICE']
"All around the U.S. , people are sick of making as little as $ 7.25 an hour just to barely scrape by .",['SOCIAL_JUSTICE/INJUSTICE']
It ’s based on the idea that minimum wage work is just for supplemental income and part-time work .,['YOUTH_AND_SECONDARY_WAGE_EARNERS']
"One of the toughest challenges businesses face is encouraging minimum-wage workers to "" give their all . """,['COMPETITION/BUSINESS_CHALLENGES']
"“ Minimum wage should be unlivable , so the people making it are motivated to do something better !","['SOCIAL_JUSTICE/INJUSTICE', 'MOTIVATION/CHANCES']"
"Myth 3 : “ The minimum wage is for part-time workers , and people are n’t relying on it to actually support a household . ”",['YOUTH_AND_SECONDARY_WAGE_EARNERS']
"In March , Representative Paul Ryan , attacking the proposed hike at a town-hall meeting , said , “ The majority of these workers are younger people just getting into the workforce . ”",['LOW-SKILLED']
Teenagers and young adults may be shut out of the workforce if the minimum wage is increased .,['LOW-SKILLED']
"“ The typical worker who would be affected by an increase in the minimum wage to $ 10.10 per hour by 2015 looks nothing like the part-time , teen stereotype : She is in her early thirties , works full-time , and may have a family to support . ”",['YOUTH_AND_SECONDARY_WAGE_EARNERS']
"The report stated : "" In no state can an individual working a typical 40-hour work week at the federal minimum wage afford a one - or two-bedroom apartment for his or her family . """,['SOCIAL_JUSTICE/INJUSTICE']
Their present wages are hopelessly inadequate .,['SOCIAL_JUSTICE/INJUSTICE']
But many minimum wage workers are not working to support a family .,['YOUTH_AND_SECONDARY_WAGE_EARNERS']
"This is because of the number of minimum wage workers , relatively few are actually in poverty , and of families who live in poverty , only about 7 percent have a full-time worker in the family meaning poverty is not because people are not being paid enough , it is because they are not working or not working enough .",['SOCIAL_JUSTICE/INJUSTICE']
Dr. Amy Glasmeier ’s living wage calculator suggests that a living wage in New York City is $ 14.30 / hour for a single adult taking care of only him / herself .,['SOCIAL_JUSTICE/INJUSTICE']
"In California in 2015 , even a person earning the then state minimum wage of $ 9 per hour would need to work 92 hours a week to afford to rent a one-bedroom apartment .",['SOCIAL_JUSTICE/INJUSTICE']
"In fact , 89 percent of those who would benefit from a federal minimum wage increase to $ 12 per hour are age 20 or older , and 56 percent are women .",['SOCIAL_JUSTICE/INJUSTICE']
It is a myth that the minimum wage is only for teens and entry level workers .,['YOUTH_AND_SECONDARY_WAGE_EARNERS']
"Similarly , a living wage means something very different for a young adult in the care of family than it does for a family provider .","['SOCIAL_JUSTICE/INJUSTICE', 'YOUTH_AND_SECONDARY_WAGE_EARNERS']"
But let ’s not lock millions of people out of entry-level employment by raising the minimum wage to $ 15 an hour .,['LOW-SKILLED']
The current minimum wage is not high enough to allow people to afford housing .,['SOCIAL_JUSTICE/INJUSTICE']
"And even if you break your back working in today ’s low-wage economy , it ’s exceedingly difficult to raise yourself up by the bootstraps ; it ’s all but impossible to put yourself through school or save enough money to start a business if you ’re making anything close to $ 7.25 an hour .","['SOCIAL_JUSTICE/INJUSTICE', 'MOTIVATION/CHANCES']"
"It is true , as conservative commentators often point out , that some minimum-wage workers are middle-class teenagers or secondary earners in fairly well-off households .",['YOUTH_AND_SECONDARY_WAGE_EARNERS']
"Thus , minimum wage is more often imposed on the sixteen-year-old worker with his first job than on people who would otherwise be unemployed .",['YOUTH_AND_SECONDARY_WAGE_EARNERS']
"A large percentage of day care staff tend to be paid poverty wages , yet the cost of care is high , especially for infants and often very burdensome for parents . ”",['SOCIAL_JUSTICE/INJUSTICE']
""" Why ca n't they just figure it out and make ends meet ? """,['SOCIAL_JUSTICE/INJUSTICE']
"A post by David Henderson cited by the chairman of the Harvard Economics Department , Greg Mankiw , points out that a lot of minimum wage earners are second or third-job holders in households with other income .",['YOUTH_AND_SECONDARY_WAGE_EARNERS']
These are entry level jobs and Economist Thomas Sowell points out that the vast majority of people working minimum wage jobs are living in shared family arrangements where people in the same household share expenses .,"['LOW-SKILLED', 'YOUTH_AND_SECONDARY_WAGE_EARNERS']"
"According to a 2013 poll by Oxfam America , 66 % of US workers earning less than $ 10 an hour report that they "" just meet "" or "" do n't even have enough to meet "" their basic living expenses , and 50 % say that they are frequently worried about affording basic necessities such as food .",['SOCIAL_JUSTICE/INJUSTICE']
"Then fuck you , we should pay them what they ’re worth to society — which sure as hell is n’t $ 7.50 / hour .",['SOCIAL_JUSTICE/INJUSTICE']
"For example , Gramlich ( 1976 ) found that many of the benefits went to higher income families , and that teenagers were made worse off by the unemployment associated with the minimum wage .","['UN/EMPLOYMENT_RATE', 'LOW-SKILLED', 'YOUTH_AND_SECONDARY_WAGE_EARNERS']"
That could mean no income or reduced income for low-wage workers .,['LOW-SKILLED']
"The con to that is , if you ' re trying to reduce income inequality , this is a pretty blunt instrument to do it .",['SOCIAL_JUSTICE/INJUSTICE']
"It helps some low-income workers , and the costs in terms of employment and inefficiency are likely small .",['UN/EMPLOYMENT_RATE']
The ability of the earned income tax credit to deliver larger monetary benefits to the poor workers than an increase in the minimum wage and at a lower cost to society was documented in a 2007 report by the Congressional Budget Office .,['WELFARE']
Since firms are allowed to pay poverty-level wages to 3.6 million people -- 5 percent of the workforce -- these workers must rely on Federal income support programs .,"['SOCIAL_JUSTICE/INJUSTICE', 'WELFARE']"
Many people feel it is unfair to give a wage increase to someone who does not work hard and who complains at work all the time .,['SOCIAL_JUSTICE/INJUSTICE']
""" It gives low wage employees extra , "" Kaplan said .",['OTHER']
For people that work and depend on the government for some sort of subsidy like food stamps ( the food and nutrition program through the USDA ) they would lose the bulk of the assistance which would NOT make up for the loss of benefits .,['WELFARE']
Others feel that those who tend to live off the system and scream for handouts will be the ones who benefit more from a wage increase since more comes out of your taxes .,['WELFARE']
If minimum wage was increased by a mere 30 % most workers would lose over 91 % in government benefits .,['WELFARE']
"It means more money for poor Americans , who tend to spend extra more readily than higher earners , as they spend a larger share of their income on basic necessities ( toothpaste costs $ 3 a pop whether you ' re rich or poor , after all ) .",['ECONOMIC_IMPACT']
Lower-wage worker income is being subsidized by the government .,['WELFARE']
2 - People who get the same amount of government aid as they would for working as justification to increase wages does n’t solve the problem .,['WELFARE']
"In a 2011 paper they pointed out that a higher minimum wage along with the Earned Income Tax Credit ( which tops up income for poor workers in America ) boosted both employment and earnings for single women with children ( though it cost less-skilled , minority men jobs ) .","['UN/EMPLOYMENT_RATE', 'SOCIAL_JUSTICE/INJUSTICE', 'WELFARE', 'LOW-SKILLED']"
"There are better ways to address poverty , such as income tax credits for low-income workers or tax policies that encourage asset development and savings for low-income families .","['SOCIAL_JUSTICE/INJUSTICE', 'WELFARE']"
It is argued that recipients of the basic income would have considerably more bargaining power when negotiating a wage with an employer as there would be no risk of destitution for not taking the employment .,['CAPITAL_VS_LABOR']
Giving workers more money is small potatoes compared with what corporations and the rich are receiving all the time .,['SOCIAL_JUSTICE/INJUSTICE']
When it was developed as a guideline the theory was that it would offset poverty by requiring business owners and corporate entities to pay a wage that would raise people up out of the poverty level and remove the need for government assistance .,"['SOCIAL_JUSTICE/INJUSTICE', 'WELFARE']"
"This would be a very small cost to reduce inequality and poverty , problems that have been plaguing and adversely affecting the economy for decades . ”","['ECONOMIC_IMPACT', 'SOCIAL_JUSTICE/INJUSTICE']"
"By raising the reward for working , this tax credit also tends to increase the supply of labor .","['UN/EMPLOYMENT_RATE', 'WELFARE']"
"They will list a long litany of ways in which the poor and working class have suffered or been left behind in the last few decades , and demand to know why I ’m opposing a measure intended to help the helpless and downtrodden .",['SOCIAL_JUSTICE/INJUSTICE']
"Poverty puts a burden on a national economy , as the government is forced to try and assist those who can not find work .",['ECONOMIC_IMPACT']
"The president is certainly correct to turn his attention to the poor , many of whom have been suffering for years in a tough economy .",['SOCIAL_JUSTICE/INJUSTICE']
"With an increase in pay , low-income workers may no longer have access to helpful public assistance programs , like food stamps and the Earned Income Tax Credit ( EITC ) , both of which currently help many low-income workers in pretty significant ways .",['WELFARE']
"As a result , some of the benefits go to businesses , as would be the case with any wage subsidy .","['COMPETITION/BUSINESS_CHALLENGES', 'WELFARE']"
"Interestingly , according to Sabia and Burkhauser , even if you do factor in fairly high job losses , both the poor and middle class would likely come out ahead on total pay , thanks to all the workers who would get raises .","['UN/EMPLOYMENT_RATE', 'SOCIAL_JUSTICE/INJUSTICE']"
""" The pro argument would be that it ' s potentially a policy to stem the increases in income inequality that we ' ve seen in the U.S. in the past 30 to 40 years , "" he said .",['SOCIAL_JUSTICE/INJUSTICE']
Many business owners offset these costs by passing them off to consumers .,['PRICES']
Ngoussou says businesses like his need a break on taxes and fees .,['COMPETITION/BUSINESS_CHALLENGES']
"Even assuming that all of that higher income was redistributed from the wealthiest families , the difference in spending behavior between low-income and high-income consumers is likely to translate into only about an additional $ 10 billion to $ 20 billion in consumer purchases .",['ECONOMIC_IMPACT']
"Guryan said : "" If the goal is to reduce inequality or improve the well-being of people currently living in poverty , there are other policies that the evidence suggests would be much more cost-effective in the long run , like investing in education , improving funding for things like food stamps and expanding the EITC . ""","['SOCIAL_JUSTICE/INJUSTICE', 'WELFARE', 'MOTIVATION/CHANCES']"
"More workers being able to pay for their basic expenses is a good thing , as it may lead to less reliance on government - and state-sponsored financial-aid programs .","['SOCIAL_JUSTICE/INJUSTICE', 'WELFARE']"
Opponents of the increase say time and money would be better spent improving education and job training programs that will give people a better shot at getting out of minimum wage jobs and into better-paying careers .,['MOTIVATION/CHANCES']
"The better approach , according to minimum wage hike opponents , is to put money into education and job preparedness plans , which they say have proven success records .",['MOTIVATION/CHANCES']
All levels of government provide widespread corporate welfare so why not provide some help to low wage workers ?,['SOCIAL_JUSTICE/INJUSTICE']
"To the extent that some poor households also lose jobs , their net losses would be greater . """,['UN/EMPLOYMENT_RATE']
There are better ways to help the poor .,['OTHER']
"A tax credit is less politically palatable because it takes money directly out of federal coffers , while the minimum wage can be raised without it showing up directly on the government ’s books .",['WELFARE']
The EITC has even been proven to have profound emotional and psychological benefits on the working poor .,['OTHER']
"Meanwhile , economists like Jess Rothstein of the University of California , Berkeley , argue that by drawing more people into the labor market , the EITC actually pushes down wages .",['WELFARE']
"These are major benefits , especially when we consider the economy that is still struggling to recover .",['OTHER']
"But with a minimum wage increase , many of the families and people who now use these programs may no longer be eligible for them -- which could ultimately hurt these low-income individuals .",['WELFARE']
In 2012 the richest 1 % of the US population earned 22.83 % of the nation ' s total pre-tax income resulting in the widest gap between the rich and the poor since the 1920s .,['SOCIAL_JUSTICE/INJUSTICE']
The case for a higher minimum wage grows even weaker when you stop to consider that there are vastly superior alternatives for steering money to low-income households .,['OTHER']
"In fact , it ' s still well below the median household income of $ 51,000 .",['OTHER']
Some suggest that creating more jobs for people who need them rather than raising earnings for people who already have them is a better solution for reducing the national poverty rate .,"['UN/EMPLOYMENT_RATE', 'SOCIAL_JUSTICE/INJUSTICE']"
One alternative is the Earned Income Tax Credit .,['WELFARE']
"For example , the nonpartisan Congressional Budget Office has found that expanding the earned income tax credit is a much more efficient way to fight poverty than increasing the minimum wage .","['SOCIAL_JUSTICE/INJUSTICE', 'WELFARE']"
"Some economists argue that there is a better alternative in the form of wage subsidies , which cost governments money but do not discourage hiring .","['UN/EMPLOYMENT_RATE', 'WELFARE']"
People that worked for minimum wage would no longer have to be reliant on federal programs to make ends meet .,['WELFARE']
I think the EITC and education are two pragmatic tools that are being overshadowed by our focus on the politically attractive minimum wage .,['WELFARE']
"However , even under these assumptions , just 10.9 % ( $ 439 million ) of these benefits will be received by the working poor ( column 2 ) , and 24.6 % of the benefits will be received by workers living in poor or near-poor households .",['SOCIAL_JUSTICE/INJUSTICE']
"Cooper said : "" I think a lot of these arguments are straw men arguments , and they ' re set up to basically say we should n't enact this policy , that by all reasonable measures would improve the living standards of millions of people , based on the theoretical possibility that it might make things harder for a relatively small number of people . """,['SOCIAL_JUSTICE/INJUSTICE']
"First , many people who live in poverty do not work , and would thus be unaffected by an increase in the minimum wage .",['SOCIAL_JUSTICE/INJUSTICE']
"This means that while some workers would be lifted out of poverty , many would lose their jobs , plunging them into greater financial straits , while all consumers would lose out from paying more for goods and services .","['UN/EMPLOYMENT_RATE', 'SOCIAL_JUSTICE/INJUSTICE', 'PRICES']"
"If low-income workers earned more money , their dependence on , and eligibility for , government benefits would decrease .",['WELFARE']
"This makes poor consumers worse off in a direct sense , in that they can purchase less with their earnings .","['SOCIAL_JUSTICE/INJUSTICE', 'PRICES']"
""" By increasing workers ' take-home pay , families gain both financial security and an increased ability to purchase goods and services , thus creating jobs for other Americans , "" concluded left-leaning Washington , D.C. - based think tank the Economic Policy Institute in a brief supporting minimum wage increases .","['ECONOMIC_IMPACT', 'UN/EMPLOYMENT_RATE', 'SOCIAL_JUSTICE/INJUSTICE']"
"Because there are much better alternatives to help poor families , and because the minimum wage is a dishonest approach that hides the true cost of the policy .",['SOCIAL_JUSTICE/INJUSTICE']
"If politicians want to increase the earned income tax credit or other work-related welfare benefits , they should do the hard work of building political support for such policies , rather than choosing the roundabout approach of a minimum wage increase .",['WELFARE']
So some of these public assistance losses can also be seen as things people simply would n't need any longer .,['WELFARE']
Poorer people typically spend a larger fraction of their income than more affluent people .,['ECONOMIC_IMPACT']
"Work is supposed to make one independent , but with the inflation-adjusted federal minimum down by a third from its peak , low-wage workers depend on billions of dollars in public assistance just to make ends meet .","['SOCIAL_JUSTICE/INJUSTICE', 'WELFARE']"
"And even if there are job some losses , the math seems to suggest that the middle class and poor would still earn more income collectively in the deal .","['UN/EMPLOYMENT_RATE', 'SOCIAL_JUSTICE/INJUSTICE']"
Though this mutes some of the direct redistributive value of the program — particularly if there ’s no constraining minimum wage — it also tends to increase employment .,['UN/EMPLOYMENT_RATE']
"This policy is more targeted against poverty than the minimum wage , because it avoids subsidizing low-income workers who are supported by high-income households ( for example , teenagers still living with their parents ) .","['SOCIAL_JUSTICE/INJUSTICE', 'YOUTH_AND_SECONDARY_WAGE_EARNERS']"
"Furthermore , the more low wage workers make , the more they will spend , which can help to offset the cost of higher wages for many companies .","['ECONOMIC_IMPACT', 'COMPETITION/BUSINESS_CHALLENGES']"
Reduced Expense for Social Programs : Employees surviving at minimum wage are also often the same people who must rely on additional support of government run social programs to support themselves and their families on such a small amount of income .,['WELFARE']
In addition to the cost of losing benefits it would also increase tax liability for the people that can least afford the loss .,"['SOCIAL_JUSTICE/INJUSTICE', 'WELFARE']"
"Not only has it pushed up pay for the bottom 5 % of workers , but it also seems to have boosted earnings further up the income scale — and thus reduced wage inequality .",['SOCIAL_JUSTICE/INJUSTICE']
"Among the 34 Organisation for Economic Cooperation and Development ( OECD ) member countries , the United States has one of the highest levels of income inequality , with only Chile , Mexico , and Turkey having higher levels of income inequality .",['SOCIAL_JUSTICE/INJUSTICE']
"They argue that these alternatives may address the issue of poverty better than a minimum wage , as it would benefit a broader population of low wage earners , not cause any unemployment , and distribute the costs widely rather than concentrating it on employers of low wage workers .","['UN/EMPLOYMENT_RATE', 'COMPETITION/BUSINESS_CHALLENGES', 'SOCIAL_JUSTICE/INJUSTICE']"
New York Gov . Andrew Cuomo has also come out in favor of a $ 15 minimum wage for his state .,['OTHER']
"And no , $ 15 / hr is not too much .",['OTHER']
"Now it ’s time for me to write the opposite article -- the idea of a $ 15 minimum wage is being taken too far , too fast .",['OTHER']
"In essence , a $ 15 minimum wage is a tax on everyone , but the upside is that the worker will have more money to buy things for their family that adds to the economy .",['ECONOMIC_IMPACT']
"My view is that the labor market is changing in ways that make huge minimum wage hikes , like the one backed by the Fight for 15 movement , very dangerous .",['OTHER']
"We must increase it to $ 15 an hour over the next several years . """,['OTHER']
"Yet while there ’s growing consensus that lower-income workers need more support , not everyone agrees that a wage increase to $ 15 / hour is the best solution .",['SOCIAL_JUSTICE/INJUSTICE']
"Smaller minimum wage hikes in the past were n’t too damaging , but $ 15 is uncharted territory .",['OTHER']
"Raising the federal minimum wage to $ 15 an hour is a simple and effective way to fight growing inequality and empower working people to provide a decent life for their families . """,['SOCIAL_JUSTICE/INJUSTICE']
He as well believes that an increase to $ 15 an hour would cause job loss at an extraordinary level .,['UN/EMPLOYMENT_RATE']
"If the worker ' s pay jumps to $ 15 , yearly earnings would move to $ 31,200 per year for a 40-hour week .",['OTHER']
"This means that a $ 15 federal minimum wage would only raise the wages of the urban working class a modest amount , but would raise the wages of the small-town working class a huge amount .",['SOCIAL_JUSTICE/INJUSTICE']
Scarda says that the downside to a $ 15 minimum wage is that some minimum wage earners will lose their jobs or have their hours cut .,['UN/EMPLOYMENT_RATE']
"Looking at the argument from this perspective , the proposed increased wage to $ 15 will provide a living wage .",['SOCIAL_JUSTICE/INJUSTICE']
"So although I ’m glad to see cities experimenting with a $ 15 minimum wage , I think we should avoid implementing the policy at the federal level , at least until we see the results of the local experiments .",['OTHER']
"In other words , while jumping straight to $ 15 / hour might be too drastic a change , with planning and patience , even by more conservative estimates it seems doable .",['OTHER']
"But $ 15 , it ' s gon na destroy jobs . """,['UN/EMPLOYMENT_RATE']
"But even if we completely ignore the possibility that firms will learn to economize on less-skilled labor , $ 15 an hour is a bridge too far .",['LOW-SKILLED']
It seemed like an uncontroversial claim ; even supporters of the Fight for $ 15 said they would be willing to pay a bit more to give workers a living wage .,['SOCIAL_JUSTICE/INJUSTICE']
"The groundswell of support from unions , as well as Democratic politicians , has made a $ 15 minimum wage a popular option for addressing what Orrenius described as the bigger underlying problem : growing income inequality .",['SOCIAL_JUSTICE/INJUSTICE']
"Sara Lemos reviewed the literature and found that most studies reviewed above found that a 10 percent US minimum wage increase raises food prices by no more than 4 percent and overall prices by no more than 0.4 percent . """,['PRICES']
"Another 2011 study by Sen , Rybczynski , and Van De Waal found that "" a 10 % increase in the minimum wage is significantly correlated with a 3 − 5 % drop in teen employment . """,['LOW-SKILLED']
"Alan Manning , DPhil , Professor of Economics at the London School of Economics , stated in 2014 : "" As the minimum wage rises and work becomes more attractive , labor turnover rates and absenteeism tend to decline . """,['MOTIVATION/CHANCES']
"But a widely cited 2006 study by David Neumark , an economics professor at the University of California at Irvine , and William Wascher , deputy director of research and statistics at the Board of Governors of the Federal Reserve System , examined the literature on this issue and found "" the weight of the evidence points to disemployment effects . """,['UN/EMPLOYMENT_RATE']
"According to a 2003 study by economists David Neumark , PhD , and William Wascher , PhD , in states where teens can leave school before 18 , a 10 % increase in the minimum wage caused teenage school enrollment to drop by 2 % .",['MOTIVATION/CHANCES']
Dube and his collaborators have concluded that modest minimum wage hikes do n’t appear to reduce employment levels .,['UN/EMPLOYMENT_RATE']
"Mark J. Perry , PhD , of the American Enterprise Institute states that "" the attraction to higher wages from minimum wage legislation reduces high school completion rates for some students with limited skills , who are then disadvantaged with lower wages and career opportunities over the long-run if they never finish high school . """,['MOTIVATION/CHANCES']
They found no adverse effects on employment from a higher minimum wage .,['UN/EMPLOYMENT_RATE']
"Harvard ' s Greg Mankiw writes about evidence that suggests raising the minimum wage has a particularly negative impact on employment opportunities for teens , quoting his economics textbook : “ The typical study finds that a 10 % increase in the minimum wage depresses teenage employment between 1 and 3 % .",['LOW-SKILLED']
"Relatively few employers will have to spend substantially more on their workforce under a higher federal minimum wage , and relatively few will have to raise their prices to account for it .","['COMPETITION/BUSINESS_CHALLENGES', 'PRICES']"
"In interpreting this estimate , note that a 10 % increase in the minimum wage does not raise the average wage of teenagers by 10 % . ”",['LOW-SKILLED']
"On the other hand , an assessment of data collected and analyzed by Neumark and Wascher did not initially contradict the Card and Krueger results , but in a later edited version they found a four percent decrease in employment , and reported that "" the estimated disemployment effects in the payroll data are often statistically significant at the 5 - or 10-percent level although there are some estimators and subsamples that yield insignificant — although almost always negative "" employment effects .",['UN/EMPLOYMENT_RATE']
"John W . O'Neill , PhD , Director of the School of Hospitality Management at Pennsylvania State University , stated that an increase in the minimum wage to $ 10.10 or higher would "" decrease opportunities for upward mobility in the hospitality industry [ where ] entry-level , hourly roles are traditional ' routes to the top ' , "" and where workers learn the skills needed to gain a promotion .",['MOTIVATION/CHANCES']
"The authors found "" little or no evidence of a negative association between minimum wages and employment . """,['UN/EMPLOYMENT_RATE']
"The Centre for Economic Performance found no discernible impact on employment levels from the wage increases , while the Low Pay Commission found that employers had reduced their rate of hiring and employee hours employed , and found ways to cause current workers to be more productive ( especially service companies ) .",['UN/EMPLOYMENT_RATE']
Increasing the minimum wage would allow teens to work fewer hours for the same amount of pay giving them more time to study and reducing the likelihood that they would drop out of high school .,"['YOUTH_AND_SECONDARY_WAGE_EARNERS', 'MOTIVATION/CHANCES']"
"Some studies find no harm to employment from federal or state minimum wages , others see a small one , but none finds any serious damage .",['UN/EMPLOYMENT_RATE']
"A 2014 study by Alex Smith , PhD , Assistant Professor of Economics at the United States Military Academy at West Point , found that "" an increase in the minimum wage from $ 7.25 to $ 10.10 ( 39 % ) ... would lead to a 2-4 percentage point decrease in the likelihood that a low-SES [ socio-economic status ] teen will drop out . """,['MOTIVATION/CHANCES']
"When Card and Krueger analyzed the results of this “ natural experiment , ” they found no evidence that raising worker pay had killed jobs .",['UN/EMPLOYMENT_RATE']
"However , using a different methodology , Stanley concluded that there is evidence of publication bias and that correction of this bias shows no relationship between the minimum wage and unemployment .",['UN/EMPLOYMENT_RATE']
"A 2014 University of California at Berkeley study found "" striking evidence that ... turnover rates for teens and restaurant workers fall substantially following a minimum wage increase , "" declining by about 2 % for a 10 % increase in the minimum wage .","['LOW-SKILLED', 'TURNOVER']"
"The high-risk scenario is that Neumark and Wascher are right , and a minimum-wage hike to $ 10.10 an hour cuts teen employment by up to 12 percent ( for econ nerds : that ' s assuming an elasticity of - 0.1 to - 0.3 , with an increase of 40 percent ) .",['LOW-SKILLED']
Reich and Cooper both said research has shown such increases have small overall effects on employers ' operating costs .,['COMPETITION/BUSINESS_CHALLENGES']
"According to a Federal Reserve Bank of Chicago study , “ 10 percent increase in the minimum wage lowers low skill employment by 2 to 4 percent and total restaurant employment by 1 to 3 percent . ”",['UN/EMPLOYMENT_RATE']
They disputed Messrs Card and Krueger ’s findings for New Jersey and argued that a comparison of different states over time showed that higher minimum wages hurt jobs .,['UN/EMPLOYMENT_RATE']
"There ’s been a tremendous amount of research on this topic , and the bulk of the empirical analysis finds that the overall adverse employment effects are small .",['UN/EMPLOYMENT_RATE']
"Again , the wage increase resulted in no negative change in employment levels .",['UN/EMPLOYMENT_RATE']
"A 2005 study published by Cornell University found that "" a longterm 10 % increase in the earnings of low-skilled workers could decrease high school enrollment rates by as much as 5-7 % . """,['MOTIVATION/CHANCES']
"Indeed , so far , every time critics point to disaster arising from Seattle ’s minimum wage , they have been wrong .",['OTHER']
"And given how low the federal minimum wage is in terms of its purchasing power , it would stand to reason that there ’s a lot of room to increase it before any adverse effects to the economy set in .",['ECONOMIC_IMPACT']
"Their work was published in 2010 in the journal Review of Economics and Statistics and found that , in the restaurant and retail industries , boosting the minimum wage by 10 percent had effectively no impact on employment levels .",['UN/EMPLOYMENT_RATE']
Yet today the consensus is that Britain ’s minimum wage has done little or no harm .,['OTHER']
Job losses from raising the minimum wage are negligible .,['UN/EMPLOYMENT_RATE']
"James Dorn , PhD , Senior Fellow at the Cato Institute , stated that a 10 % increase in the minimum wage "" leads to a 1 to 3 percent decrease in employment of low-skilled workers "" in the short term , and "" to a larger decrease in the long run . """,['LOW-SKILLED']
"In addition , a majority considered disemployment to be a moderate potential drawback to the increase they supported .",['UN/EMPLOYMENT_RATE']
"Some evidence suggests that employment does n’t fall much because the higher minimum wage lowers labor turnover , which raises productivity and labor demand .","['UN/EMPLOYMENT_RATE', 'TURNOVER', 'MOTIVATION/CHANCES']"
Not true : Minimum wage increases have little to no negative effect on employment as shown in independent studies from economists across the country .,['UN/EMPLOYMENT_RATE']
"Moreover , they concluded , "" Once this publication selection is corrected , little or no evidence of a negative association between minimum wages and employment remains . """,['UN/EMPLOYMENT_RATE']
"On the other side , you have researchers who believe that increasing the minimum wage does n't kill jobs at all and may even give the economy a boost by channeling more pay to low-income workers who are likely to spend it .","['UN/EMPLOYMENT_RATE', 'ECONOMIC_IMPACT']"
"An increase to get closer to an inflation-adjusted minimum wage , Orrenius said , probably would n’t negatively affect job numbers .","['UN/EMPLOYMENT_RATE', 'SOCIAL_JUSTICE/INJUSTICE']"
It found no significant evidence that higher minimum wages hurt employment among restaurant workers .,['UN/EMPLOYMENT_RATE']
"1one ) , actual cost to the customer with an increase in minimum wage is remarkably negligible .",['PRICES']
"An increase of 10 percent , they found , might reduce employment by about 0.1 percent , which they concluded had "" no meaningful policy implications . """,['UN/EMPLOYMENT_RATE']
Economists from the White House say that job losses may actually be closer to zero given the other benefits of increasing the minimum wage .,['UN/EMPLOYMENT_RATE']
Raising the minimum wage would decrease high school enrollment rates and increase drop-out rates .,['MOTIVATION/CHANCES']
