sentence,labels
The fact that most mothers keep their babies is strong evidence that the God-given natural affection for her baby urges her to keep and raise her child .... . another argument Against Abortion !,['MORAL/ETHICAL_VALUES']
"As Justice Blackmun ’s Casey opinion illustrates , equality arguments are concerned that gender assumptions shape abortion restrictions , even when genuine concern about fetal life is present .","['FETAL/NEWBORN_RIGHTS', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"As the joint opinion applies the test , abortion restrictions that deny women ’s equality impose an undue burden on women ’s fundamental right to decide whether to become a mother .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"( CNN ) Polls taken since the Roe v Wade decision routinely show women in favor of abortion restrictions , and in slightly greater numbers than men .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"Men can have sex and walk away , and with the right Roe gave them , they increasingly do .",['RESPONSIBILITY']
"Likewise , in the stare decisis passages of Casey , the Court emphasizes , as a reason to reaffirm Roe , that “ [ t ] he ability of women to participate equally in the economic and so­cial life of the Nation has been facilitated by their ability to control their re­productive lives . ”","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"At the very moment in Casey when the Court reaffirms constitutional protection for abortion rights , the Court ex­plains that a pregnant woman ’s “ suffering is too intimate and personal for the State to insist , without more , upon its own vision of the woman ’s role , however dominant that vision has been in the course of our history and our culture . ”","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"Relying on the security of person clause of the Canadian Charter of Rights and Freedoms , the court determined that , while the state has an interest in protecting the fetus "" at some point "" , this interest can not override that of the pregnant woman because : "" the right to security of the person of a pregnant woman was infringed more than was required to achieve the objective of protecting the fetus , and the means were not reasonable . ""","['FETAL/NEWBORN_RIGHTS', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"But Blackmun ’s separate opinion in Casey also appealed directly to the Equal Protection Clause : “ By restricting the right to terminate pregnancies , ” Justice Blackmun wrote , “ the State conscripts women ’s bodies into its service , forcing women to continue their pregnancies , suffer the pains of childbirth , and in most instances , provide years of maternal care . ”","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
16 Blackmun observed that “ [ t ] his assumption — that wo­men can simply be forced to accept the ‘ natural ’ status and incidents of motherhood — appears to rest upon a conception of women ’s role that has triggered the pro­tection of the Equal Protection Clause . ”,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"Equality arguments focus on “ a woman ’s autonomy to determine her life ’s course , and thus to enjoy equal citizenship stature . ”","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
A woman can not sincerely be considered to have equal standing in society if she does not at least have the choice to remove the challenges that will come with a pregnancy .,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
Just because pregnancy is a perfectly natural and totally necessary condition for the continuation of the human race does not mean that all pregnancies can be considered equal and good .,['MORAL/ETHICAL_VALUES']
"I do not agree that because humans have evolved reproductive organs , it means ending a pregnancy is immoral or should be illegal .",['MORAL/ETHICAL_VALUES']
"If we make it illegal and woman lose their future over having to give birth , the male should face the same consequences .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
""" If this law comes into effect and I ' m raped and I get pregnant , I ' ll have to give birth .",['RAPE']
Such statutes impose the entire burden of coerced childbirth on preg ­­ nant women and provide little or no material support for new mothers .,"['CONSEQUENCES_OF_CHILDBIRTH', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"The state may protect unborn life in ways it would not , but for stereotypical assumptions about women ’s sexual or maternal roles .","['FETAL/NEWBORN_RIGHTS', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"If the unborn are not already human , merely changing their location ca n’t make them valuable .",['FETAL/NEWBORN_RIGHTS']
"When critics say that birth makes the unborn human , ask , “ How does a mere change of location from inside the womb to outside the womb change the essential nature of the unborn ? ”",['FETAL/NEWBORN_RIGHTS']
"If not , how can a journey of eight inches down the birth-canal suddenly change the essential nature of the unborn from non-human to human ?",['FETAL/NEWBORN_RIGHTS']
"But if that is true , newborns do not qualify as valuable human beings .",['FETAL/NEWBORN_RIGHTS']
They wouldn t be mentally or physically prepared to take care of the newborn baby .,['CONSEQUENCES_OF_CHILDBIRTH']
They refuse to face the fact that there ’s a miniature person in that womb .,['FETAL/NEWBORN_RIGHTS']
"Because they viewed life in the womb as the object of God ’s care , they believed it should therefore be the object of neighborly love .",['MORAL/ETHICAL_VALUES']
"A baby is often considered as a God s gift , and it s believed that every living being has a purpose behind his / her birth .",['MORAL/ETHICAL_VALUES']
"By the time a baby is conceived , he or she is recognized by God , as demonstrated in Jeremiah 1:5 : "" Before I formed thee in the belly I knew thee ; and before thou camest forth out of the womb I sanctified thee ... "" The Sixth Commandment of the Bible ' s Old Testament , "" Thou shalt not kill "" ( Exodus 20:13 ) , applies to all human beings , including unborn babies .","['MORAL/ETHICAL_VALUES', 'FETAL/NEWBORN_RIGHTS']"
At no point in pregnancy is the developing embryo or fetus simply a part of the mother ' s body .,['FETAL/NEWBORN_RIGHTS']
"The fetus is in no real sense “ part ” of the mother , but is a separate and distinct human being .",['FETAL/NEWBORN_RIGHTS']
A fetus does n't become a real human being until it is physically delivered from a mother ' s womb .,['FETAL/NEWBORN_RIGHTS']
"If they are not "" persons "" , does the embryo , zygote , or fetus become a living person once delivered or extracted from the womb ?",['FETAL/NEWBORN_RIGHTS']
No thoughtful person denies that the fetus is a potential person and that it looks increasingly human as it develops from a fertilized egg to a full-term fetus ready for birth .,['FETAL/NEWBORN_RIGHTS']
"And that pseudo-scientific argument — that an embryo is a person because it contains the DNA of a potential person — is true of any human cell , and certainly true of the countless fertilized eggs that , in the natural course of reproduction , are destroyed before they can develop .",['FETAL/NEWBORN_RIGHTS']
"But the fertilized egg of a human is , by nature , that very thing which becomes a fully developed human .",['FETAL/NEWBORN_RIGHTS']
A fertilized human egg has the nature of human development and it is alive .,['FETAL/NEWBORN_RIGHTS']
"A fertilized egg or embryo is not some freeze-dried essence of human but a complex set of potentials that need many , many conditions to develop into a human being .",['FETAL/NEWBORN_RIGHTS']
"Human development begins at fertilization , the process during which a male gamete or sperm … unites with a female gamete or oocyte … to form a single cell called a zygote .",['FETAL/NEWBORN_RIGHTS']
A new human being comes into existence during the process of fertilization .,['FETAL/NEWBORN_RIGHTS']
The only definition that makes sense is that someone becomes a human at conception because that is the only meaningful change in someone ’s life .,['FETAL/NEWBORN_RIGHTS']
"If you want to define person as a member of the human species , from conception to death , you are going to have to enumerate all the rights unborn persons do and do n't have .",['FETAL/NEWBORN_RIGHTS']
""" The act also states that an unborn child is a "" member of the species homo sapiens .",['FETAL/NEWBORN_RIGHTS']
"The federal Unborn Victims of Violence Act , which was enacted "" to protect unborn children from assault and murder , "" states that under federal law , anybody intentionally killing or attempting to kill an unborn child should "" be punished ... for intentionally killing or attempting to kill a human being .",['FETAL/NEWBORN_RIGHTS']
The unborn baby should not be punished for a mistake made by adults .,"['FETAL/NEWBORN_RIGHTS', 'RESPONSIBILITY']"
"If you abort a defective fetus , you ca n’t respect or value people with disabilities .",['FETAL_DEFECTS/DISABILITIES']
"What if a doctor was faced with a situation where the fetus was not viable and if it were not aborted , the mother would die ?",['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
"If I have a patient with pre-eclampsia , who is 32 weeks pregnant , I will have to let her and her child die .",['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
Pre-eclampsia is a potentially fatal condition that can develop in the second half of pregnancy and can only be cured by delivering the baby .,['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
"< br /> < ul > < li > In these types of pregnancies the baby grows in the fallopian tubes , causing serious risk to the mother , and an almost certain death to the baby .",['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
"Before this technique was available , at-risk parents often aborted all pregnancies .",['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
Most unwanted pregnancies become wanted children .,['CONSEQUENCES_OF_CHILDBIRTH']
These numbers simply prove that the situations surrounding pregnancies are not limited to happy families who have planned and intentionally tried to have children .,['OTHER']
Compare that to nearly 40 years of data showing that we would save more than three times as many unborn children by cutting the number of poor women in half .,['FETAL/NEWBORN_RIGHTS']
"Networks of killing centers across the globe are eliminating "" unwanted , unborn "" children at a staggering rate .",['FETAL/NEWBORN_RIGHTS']
It is wrong to try to eliminate poverty by killed the unborn children of the poor .,['FETAL/NEWBORN_RIGHTS']
The truth : The fact that rich women have the money to pay for killing their babies does not in any way justify giving poor women the means to also kill their babies .,"['FETAL/NEWBORN_RIGHTS', 'FUNDING_OF_ABORTION']"
"Women , many impoverished because of the billions owed to mothers for child support , are struggling in school and the workplace without societal support .",['CONSEQUENCES_OF_CHILDBIRTH']
"We stand with women who were vulnerable because they were young , or poor , or in schools or workplaces that would not accommodate their needs as mothers .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"More poignantly , bearing a child while in poverty or while already overwhelmed by caregiving for other children , or perhaps while experiencing health risks , reeks of an injustice known to women alone .","['CONSEQUENCES_OF_CHILDBIRTH', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"In many cultures , the woman ’s stature in life or even the gender of the child puts the child in harm ’s way .",['OTHER']
A child is the punishment you get for slutting around .,"['MORAL/ETHICAL_VALUES', 'RESPONSIBILITY']"
Forcing a child to be born to punish its mother is the ultimate in child abuse .,"['FETAL/NEWBORN_RIGHTS', 'RESPONSIBILITY']"
Forcing a woman to bear a rapist ’s child is further torture of the victim of a heinous crime .,['RAPE']
"Rape itself is a terrible action on its own , but to be forced into conceiving that person s child would be scarring on anyone , no matter the age .",['RAPE']
"Rape is a horrendous crime that leaves a woman in a state of mental , physical and emotional turmoil .",['RAPE']
"Besides , pregnancy rarely happens from rape .",['RAPE']
Some 5.4 % of rape victims become pregnant .,['RAPE']
"A small percentage will be rape and health of the mother ( like the case described above ) , but the majority are unplanned pregnancies and thus preventable .","['RESPONSIBILITY', 'RAPE', 'HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']"
"( Rape / incest abortions ac-count for only 1 % of abortions every year according to the Guttmacher Institute , discussed below , and life-saving abortions are similarly rare . )","['RAPE', 'HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']"
"If a 1-month old is murdered , it that really different than abortion as far as protecting an American ' s life ?",['FETAL/NEWBORN_RIGHTS']
A more recent poll now suggest that 45 % of Argentineans are in favor of abortion for any reason in the first twelve weeks .,['OTHER']
"This same poll conducted in September 2011 also suggests that most Argentineans favor abortion being legal when a woman ' s health or life is at risk ( 81 % ) , when the pregnancy is a result of rape ( 80 % ) or the fetus has severe abnormalities ( 68 % ) .","['FETAL_DEFECTS/DISABILITIES', 'RAPE', 'HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']"
Abortions near the point of viability are performed only in extreme medical emergencies when the woman ’s life is threatened .,['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
""" If the State is interested in protecting fetal life after viability , it may go so far as to pro-scribe abortion during that period , except when it is necessary to preserve the life or health of the mother . ""","['FETAL/NEWBORN_RIGHTS', 'HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']"
"Addressing the Arkansas House about a recent proposed “ fetal heartbeat bill , ” the chairman of the Department of Gynecology and Obstetrics at the University of Arkansas for Medical Sciences ( UAMS ) pointed out that , under the law , doctors who perform abortions for women with congenital heart problems who have a 50 % chance of surviving childbirth , or for women who suffer a rupture of the amniotic membrane surrounding the fetus ( which inevitably causes miscarriage but may lead to severe infection while the fetus still lives ) could be charged as felons .",['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
"Like children or minors in the U.S. , and unlike corporations , a fetus or an embryo is not legally a "" person "" , not having reached the age of majority and not deemed able to enter into contracts and sue or be sued .",['FETAL/NEWBORN_RIGHTS']
"They also ruled that the word "" person "" in the Constitution did not include a fetus .",['FETAL/NEWBORN_RIGHTS']
"Moreover , the already born were empowered to deny , at will , the rights of persons still in the womb .",['FETAL/NEWBORN_RIGHTS']
Theres also the fact that a unwanted child being born into a family that can not support it or with a mother that never wanted it can ruin the life of the child .,['CONSEQUENCES_OF_CHILDBIRTH']
Giving life to an unwanted child might invite world of troubles for both mother and the child .,['CONSEQUENCES_OF_CHILDBIRTH']
"Knowing that you were unwanted and unloved by the very mother that brought you into this world is a harsh reality to live in , and a mother out of compassion would not want to have that put upon a child .",['CONSEQUENCES_OF_CHILDBIRTH']
"( But why , then , do most mothers who abort feel such terrible pangs of conscience , often for a lifetime ? )",['PSYCHOLOGICAL_EFFECTS_OF_ABORTION']
How would you feel if your mother tried to abort you ?,['OTHER']
Example : How would you feel if your mother aborted you ?,['OTHER']
I had a sister that was aborted and my mother regrets it every day .,['PSYCHOLOGICAL_EFFECTS_OF_ABORTION']
Many have lifelong regrets afterwards .,['PSYCHOLOGICAL_EFFECTS_OF_ABORTION']
No excuse for taking a life .,['FETAL/NEWBORN_RIGHTS']
"( Why it is more restrictive to give life than to take it , I can not figure out . )",['FETAL/NEWBORN_RIGHTS']
"In the first case , your primary aim is to save the life of the mother .",['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
"The body of first priority is therefore the mother ’s , and it should be her choice as to what she endures both mentally and physically .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
It is the woman ’s right as a mother to decide what is best for her child .,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
The choice over when and whether to have children is central to a woman ' s independence and ability to determine her future .,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
A woman should be able to decide for herself .,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"And like any big decision , some women or men will regret their choice .",['PSYCHOLOGICAL_EFFECTS_OF_ABORTION']
"I believe it is a personal decision that should be left to the women and their doctors , he said .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
Women should not have to undergo unnecessary medication .,['OTHER']
"Even today , some US state legislation demands physicians warn women about the risk despite the complete absence of a reason to suspect there is one .",['SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION']
Aborting women are vulnerable to the predatory behavior of unscrupulous doctors .,['OTHER']
"- In some cases , medical emergencies compel a woman to resort to this action .",['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
"... When she could take it at home , it ’s ­­ now she has to travel 200 miles or pay for a hotel to get those two days of treatment ? ”",['OTHER']
"The woman in question was so close to death that they performed the procedure in her hospital room because they feared if they moved her to the operating room , she would die .",['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
We have quotes from hospital documents that doctors told her her chance of dying was close to 100 % without the procedure .,['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
"According to a hospital document , she had "" right heart failure , "" and her doctors told her that if she continued with the pregnancy , her risk of mortality was "" close to 100 percent .",['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
She finds out she is 7 weeks pregnant and that the strain of this second pregnancy is causing her damaged heart to fail .,['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
Pregnancy is a huge strain on the heart and most of that impact occurs early on in the pregnancy .,['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
"All too often , the root causes underlying these statistics are shame and fear generated about pregnancy by the attitudes of parents , friends and the fathers of children .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"This makes it one of the leading causes of maternal mortality ( 13 % ) , and can lead to serious complications even when survived .",['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
"The presence of serious maternal illness deriving from pregnancy , e.g. , preeclampsia , H.E.L.L.P. syndrome .",['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
Some cases even show that they are unable to financially or medically see the pregnancy to its full term .,['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
Tests showing birth defects are not done until the 16th week ; and some women do not discover they ’re pregnant until this time .,['FETAL_DEFECTS/DISABILITIES']
"The tests permit parents who know they are at risk of bearing a defective baby to conceive , assured that if the test results are positive , they can abort and try again for a healthy baby .",['FETAL_DEFECTS/DISABILITIES']
It is heartless to deny parents access to medical technology that permits them to avoid giving birth to an incurable ill or severely retarded infant .,['FETAL_DEFECTS/DISABILITIES']
"As Congress has found , the practice is widely regarded within the medical profession as unnecessary , not only cruel to the child , but harmful to the mother , and a violation of medical ethics .","['FETAL/NEWBORN_RIGHTS', 'SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION', 'MORAL/ETHICAL_VALUES']"
"It is unnecessary where modern medicine is practiced , but under more primitive circumstances , it may be the only way to save a mother giving birth to a child whose head is too large for the baby to be delivered .",['OTHER']
"Does n't matter if the intent is to save the life of the mother , does n't matter if the parents and the medical team wish they could save the baby .","['FETAL/NEWBORN_RIGHTS', 'HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']"
"Should the unborn have a right to a mother who does not smoke , drink , use possibly harmful drugs , or engage in risky behavior ?",['FETAL/NEWBORN_RIGHTS']
"Regarding what should be legal and illegal , it is not only the moral status of the unborn vs. the "" post-born "" that should be taken into account , but the physical and practical differences between how a pregnant mother "" cares for "" her unborn child and the care that child requires after it is born .",['FETAL/NEWBORN_RIGHTS']
"Matters of inheritance could be changed quite dramatically in certain cases if the moment a baby is conceived , it has the same rights as "" post-born "" children .",['FETAL/NEWBORN_RIGHTS']
"Differences of size , level of development , environment , and degree of dependency are not relevant such that we can say that you had no rights as an embryo but you do have rights today .",['FETAL/NEWBORN_RIGHTS']
"Women ’s bodies , rights and health would be subordinated to the protection of the embryo .","['FETAL/NEWBORN_RIGHTS', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"In the first twenty weeks it is n’t a person , AND women should have the rights over their bodies .","['FETAL/NEWBORN_RIGHTS', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
A woman ’s right to bodily autonomy does not go that far .,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
Bodily autonomy just matters a lot to me .,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
I think bodily autonomy is really important too .,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
No bodily rights argument that I have ever seen ( or even heard of any pro-choice advocate making ) leaves room for exceptions .,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"Almost all pro-choice people make bodily rights arguments , but most of these people , well-meaning or not , are flagrantly inconsistent .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"Most pro-choice arguments , during the first two decades after Roe , disputed the scientific premise of the pro-life argument .",['OTHER']
"From the pro-life point of view , there are only three reasons for being pro-choice : scientific ignorance — appalling ignorance of a scientific fact so basic that nearly everyone in the world knows it ; moral ignorance — appalling ignorance of the most basic of all moral rules ; or legal ignorance — appalling ignorance of one of the most basic of all the functions of law .",['MORAL/ETHICAL_VALUES']
Pro-choice is definitely pro-family .,['MORAL/ETHICAL_VALUES']
Many pro-choice people attempt ( unsuccessfully ) to paint pro-life claims that unborn babies have a right to live as extremist .,['FETAL/NEWBORN_RIGHTS']
"Donald Trump and Republican leaders say they are "" pro-life , "" proclaiming from every street corner their unwavering belief that life begins at conception … and then those politicians turn around and say it ' s ok to murder those precious unborn children if they were conceived through rape or incest .","['FETAL/NEWBORN_RIGHTS', 'RAPE']"
"I believe that every life is an individual gift from God , and that no life is disposable ... One proposal that brings Americans together is the Pain-Capable Unborn Child Protection Act which would protect unborn children beginning at 20 weeks , or five months of pregnancy , based on their ability to feel pain .","['MORAL/ETHICAL_VALUES', 'FETAL/NEWBORN_RIGHTS']"
The Graham 20-Week Pain Capable Unborn Child Protection Act is the most important federal pro-life effort today .,['FETAL/NEWBORN_RIGHTS']
"Pro-life laws help , not hurt .",['OTHER']
We should n't penalize someone for life .,['OTHER']
One would have to oppose capital punishment — which is not only contemptuous of human life but has often demonstrably been performed in error .,['FETAL/NEWBORN_RIGHTS']
"For instance , the claim that it is always wrong to kill innocent human beings does not necessarily lead to the conclusion that the death penalty is immoral .",['MORAL/ETHICAL_VALUES']
No one has ever seriously argued that everything immoral should be illegal .,['MORAL/ETHICAL_VALUES']
Taxpayers should n’t have to pay for what they believe is immoral .,"['MORAL/ETHICAL_VALUES', 'FUNDING_OF_ABORTION']"
People have the right not to see their tax dollars go to something they find immoral .,"['MORAL/ETHICAL_VALUES', 'FUNDING_OF_ABORTION']"
"Laws against illicit drug use , prostitution , selling organs , public urination , and indecent exposure show there is no absolute right to do anything we want with our bodies .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"More recently , we ’ve been made aware of the trafficking of body parts .",['OTHER']
"And for this , they must be in charge of their own bodies .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
They have a right to control their own bodies .,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
They suffer guilt feelings all their lives .,['PSYCHOLOGICAL_EFFECTS_OF_ABORTION']
"They speak of overwhelming guilt , nightmares , excessive drinking , drug abuse , promiscuity , an inability to form or maintain relationships , difficulty bonding with later children , and other ways in which they are suffering .",['PSYCHOLOGICAL_EFFECTS_OF_ABORTION']
"They may not want to face the wrath of their parents , the embarrassment at school , or the lifetime responsibility of motherhood .",['CONSEQUENCES_OF_CHILDBIRTH']
The blanket judgment that they are lazy or refuse to have imperfect children fails to acknowledge the very real psychological burden that mothers of impaired children bear .,['FETAL_DEFECTS/DISABILITIES']
"The children who are neglected or abused are usually the ones that grow up to be drug addicts , lifelong government aid recipients , and criminals .",['CONSEQUENCES_OF_CHILDBIRTH']
"We live in a overpopulated world with crime and poverty all over , bringing unwanted children into the world and not being able to raise them right increases problems in many ways .",['CONSEQUENCES_OF_CHILDBIRTH']
"Malnutrition , starvation , poverty , lack of medical and educational services , pollution , underdevelopment , and conflict over resources are all consequences of overpopulation .",['CONSEQUENCES_OF_CHILDBIRTH']
The societal contributions of a potentially valuable human being are wiped out .,['CONSEQUENCES_OF_CHILDBIRTH']
"In the process , you free society from the long-term production and influence of an utterly unique human being .",['CONSEQUENCES_OF_CHILDBIRTH']
Personal choices that infringe on the life or livelihood of another human being must be legislated against .,"['FETAL/NEWBORN_RIGHTS', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"I suppose I also take this topic personally , i.e. some decades ago my mother could have violated my human rights and "" exercised "" her right to choose .","['FETAL/NEWBORN_RIGHTS', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"However , I do NOT believe that I have the right to deny another mother the right to choose , no matter the circumstance .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
A mother ’s right to decide to not put her child through that kind of suffering is her right and her right alone .,"['CONSEQUENCES_OF_CHILDBIRTH', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"At the end of the day , a mother has every right to decide the next move of her life !","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"- At the end of the day , a mother has to go through the actual labor pain and other issues involved with parenting and juggling responsibilities .",['CONSEQUENCES_OF_CHILDBIRTH']
Raising a child properly is a full-time labor intensive process .,['CONSEQUENCES_OF_CHILDBIRTH']
We all know that it s merely impossible to raise a child without family support and finance in hand .,['CONSEQUENCES_OF_CHILDBIRTH']
"For a few hundred bucks you can free yourself from the cost of raising a child , while also freeing yourself from the eventual care and support of a grown son or daughter .",['CONSEQUENCES_OF_CHILDBIRTH']
Having and raising a child is a significant decision .,['OTHER']
"There are some cases where the odds for both mother and child are bleak , and this is when choice becomes a critical factor .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
What if the baby would be born into an unstable family ?,['CONSEQUENCES_OF_CHILDBIRTH']
"That baby will never have its first steps , first word , fall in love , graduate high school or possibly college , get married or have children of his own because she decided that his life did n't matter because she was n't ready to be a mom .",['FETAL/NEWBORN_RIGHTS']
But you never know what that baby could have been in life because you never gave it a chance .,['CONSEQUENCES_OF_CHILDBIRTH']
"Truth is , every day you get in a vehicle your putting yourself in a position of possible death so to not have a baby because you might die is ridiculous .",['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
I honestly do n't care if I die in child birth because I know my family will raise that child or my husband will raise him / her and tell them how much their mother loves them and wishes she could be here with them .,['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
It is unfair to force a kid to live in what they may see as hell because some pro-life people think they should be born anyways regardless of being a reason a future for the mom is now ruined while the mother raises a kid she never wanted .,"['CONSEQUENCES_OF_CHILDBIRTH', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"But I am glad I do n't live in a society with a "" you had sex , ( or were raped ) it ' s your problem now , no matter how much you hate kids "" approach to parenthood .",['RAPE']
Motherhood should never be punishment for having sex .,"['MORAL/ETHICAL_VALUES', 'RESPONSIBILITY']"
"If you have sex , you should expect to get pregnant and pay the consequences .",['RESPONSIBILITY']
"In the instance of rape and incest , proper medical care can ensure that a woman will not get pregnant .",['RAPE']
"In the case of rape or incest , forcing a woman made pregnant by this violent act would cause further psychological harm to the victim .",['RAPE']
"The woman now pregnant is n't responsible for her rape , so she ' s not responsible for the results .",['RAPE']
"In cases of rape or incest , the resulting baby could be a constant reminder to the woman of the trauma she experienced .",['RAPE']
Yes it is extra traumatizing but even full grown women who are raped can be unprepared to be a mother .,['RAPE']
"Even if that women does n't consider it murder at the time , that may change as she matures .",['FETAL/NEWBORN_RIGHTS']
"Yes , no matter what the motive , love of ease , or a desire to save from suffering the unborn innocent , the woman is awfully guilty who commits the deed .",['FETAL/NEWBORN_RIGHTS']
"In 1869 Anthony said : "" No matter what the motive , love of ease , or a desire to save from suffering the unborn innocent , the woman is awfully guilty who commits the deed .",['FETAL/NEWBORN_RIGHTS']
"“ To quote Mother Teresa – If a mother can kill her own child , what is left for me to kill you and you to kill me ?","['MORAL/ETHICAL_VALUES', 'FETAL/NEWBORN_RIGHTS']"
"Mother Teresa said , "" But I feel that the greatest destroyer of peace today is abortion , because it is a war against the child , a direct killing of the innocent child , murder by the mother herself .","['MORAL/ETHICAL_VALUES', 'FETAL/NEWBORN_RIGHTS']"
"Mother Teresa argued , simply , "" If abortion is not wrong , nothing is wrong . """,['MORAL/ETHICAL_VALUES']
"A woman writes , "" After the abortion , I tried to make up for the abortion by trying to get pregnant again .",['PSYCHOLOGICAL_EFFECTS_OF_ABORTION']
One writer even prescribes a rather nasty abortion potion .,['OTHER']
"As someone who is public about why I am pro-abortion , and about my own story , here are eleven lame shaming themes I ’ve encountered , along with my responses .",['OTHER']
Pro-abortionists are turning the abortion issue into a religious was by saying that the opposition to abortion comes from religious groups trying to foist their beliefs on the nation .,['MORAL/ETHICAL_VALUES']
There is no conflict between abortion rights and religious liberty .,['MORAL/ETHICAL_VALUES']
Two of the male founders of the National Association to Repeal Abortion Laws were among the first to portray abortion as a “ right ” rather than an act of violence .,"['FETAL/NEWBORN_RIGHTS', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"The hypocrisy is clear : when illegal abortion was the leading killer of pregnant women in the U.S. , there was no Right to Life ( RTL ) organization .",['ILLEGAL_ABORTIONS']
"His NARAL cofounder , Dr. Bernard Nathanson , saw a botched abortion in Chicago and reasoned that “ legal ” would mean “ safer . ”","['ILLEGAL_ABORTIONS', 'SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION']"
"Philosopher Peter Singer , MA , Professor of Bioethics at Princeton University , defended abortion as a way to curb overpopulation .",['CONSEQUENCES_OF_CHILDBIRTH']
"Dr. Bernard Nathanson , formerly a leading abortionist , now believes in the humanity of the fetus from conception and is an active pro-life advocate .",['FETAL/NEWBORN_RIGHTS']
""" Bernard N. Nathanson , MD , the late abortion doctor who renounced his earlier work and became a pro-life activist , stated that when an abortion is performed on a 12-week-old fetus , "" We see [ in an ultrasound image ] the child ’s mouth open in a silent scream ... This is the silent scream of a child threatened imminently with extinction .",['FETAL/NEWBORN_RIGHTS']
